inseecommuneprinc,referenceprel,dateprel,conclusionprel,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim
62040,06200297055,2025-12-31,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité.,C,C,C,N
62651,06200296708,2025-12-31,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,S,C,S,C
62579,06200297069,2025-12-31,"Eau d’alimentation non conforme aux limites de qualité en vigueur pour le paramètre nitrates. Il est demandé de remédier à la situation de non-conformité constatée. En attendant, cette eau est déconseillée aux populations sensibles (femmes enceintes, nourrissons) pour des usages alimentaires.",C,N,C,C
62640,06200296710,2025-12-30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité.,C,C,C,N
62649,06200296763,2025-12-30,"Eau d’alimentation non conforme aux limites de qualité en vigueur pour les paramètres chloridazone desphényl, chloridazone méthyl desphényl et la somme des pesticides. Toutefois cette eau est propre à la consommation humaine car les concentrations des pesticides concernés restent inférieures aux valeurs sanitaires. Un contrôle renforcé est mis en place.",C,N,C,C
62839,06200296659,2025-12-30,"Eau d’alimentation non conforme aux limites de qualité en vigueur pour le paramètre nitrates. Il est demandé de remédier à la situation de non-conformité constatée. En attendant, cette eau est déconseillée aux populations sensibles (femmes enceintes, nourrissons) pour des usages alimentaires.",C,N,C,C
62122,06200296658,2025-12-30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C,C,C,C
62233,06200296761,2025-12-30,"Eau d’alimentation non conforme aux limites de qualité en vigueur pour les paramètres chloridazone desphényl, chloridazone méthyl desphényl et la somme des pesticides. Toutefois cette eau est propre à la consommation humaine car les concentrations des pesticides concernés restent inférieures aux valeurs sanitaires. Un contrôle renforcé est mis en place.",C,N,C,C
62193,06200296651,2025-12-30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C,C,C,C
62440,06200296656,2025-12-30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C,C,C,C
62409,06200296711,2025-12-30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C,C,C,C
62201,06200296762,2025-12-30,"Eau d’alimentation non conforme aux limites de qualité en vigueur pour le paramètre chloridazone desphényl. Toutefois, cette eau est propre à la consommation humaine car la concentration du pesticide concerné reste inférieure aux valeurs sanitaires. Un contrôle renforcé est mis en place.",C,N,C,C
62855,06200296657,2025-12-30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C,C,C,C
62244,06200296649,2025-12-30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C,C,C,C
62264,06200296714,2025-12-30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C,C,C,C
