inseecommuneprinc,referenceprel,dateprel,conclusionprel,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim
11229,01100176591,2025-12-30,Eau d'alimentation non conforme aux exigences de qualité en vigueur. L a non-conformité concerne au moins un paramètre microbiologique (entér ocoques intestinaux) ainsi que la tubidité et a nécessité une restrict ion de consommation de l'eau. Il a été relevé également une flore inte rférente trop importante qui ne permet pas de déterminer si des bactér ies et des escherichia coli sont également présents dans l'eau au mome nt du prélèvement. Il a donc été demandé à l'exploitant d'avertir la p opulation concernée et de prendre les mesures correctives nécessaires pour rétablir la qualité de l'eau. Un nouveau contrôle a été programmé afin de suivre l'évolution du paramètre et de vérifier le retour à un e situation normale.,N,C,C,N
11160,01100176564,2025-12-30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C,C,C,C
11317,01100176633,2025-12-30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C,C,C,C
11038,01100176512,2025-12-30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C,C,C,C
11104,01100176548,2025-12-30,"Eau d'alimentation non conforme aux exigences de qualité en vigueur. L a non conformité concerne la turbidité et n'a pas nécessité de restric tion de la consommation de l'eau. Ce paramètre permet de mesurer le ta ux de particules en suspension présentes dans l'eau (argiles, colloïde s,...). Il a été demandé à l'exploitant de prendre les mesures correct ives nécessaires pour rétablir la qualité de l'eau.",C,C,C,N
11109,01100179452,2025-12-30,"Eau d'alimentation non conforme aux exigences de qualité en vigueur. P résence de fer à une concentration supérieure aux exigences de qualité en vigueur. Bien que la teneur excessive en fer n'entraîne pas direct ement un risque sanitaire, elle peut provoquer  des effets indirects g ênants pour l'usager, notamment  des goûts perceptibles et une colorat ion rouille. Les mesures correctives ont été demandées à l'exploitant.",C,C,C,N
11015,01100179453,2025-12-30,"Eau d'alimentation non conforme aux exigences de qualité en vigueur. L a non conformité concernant la turbidité a nécessité une restriction d e consommation de l'eau. Ce paramètre mesure la présence de particules en suspension (argiles, colloïdes, etc.) dans l'eau. Il a été demandé à l'exploitant d'avertir la population concernée et de prendre les me sures correctives nécessaires pour rétablir la qualité de l'eau. Un no uveau contrôle a été programmé afin de suivre l'évolution du paramètre et de vérifier le retour à une situation normale.",C,C,C,N
11093,01100176543,2025-12-30,"Eau d'alimentation non conforme aux exigences de qualité en vigueur . La non-conformité concerne la présence de streptocoques fécaux et n'a pas nécessité de restriction de la consommation de l'eau. L'analyse de l'eau fait apparaître également une flore interférente tr op importante qui ne permet pas de déterminer si des bactéries colifor mes et des escherichia coli sont présents dans cette eau au moment du prélèvement. Veuillez vérifier le bon fonctionnement de votre appareil de traitement et changer la lampe UV événtuellement. Afin de contrôle r la qualité de l'eau et de permettre la réalisation de l'analyse de l 'ensemble des paramètres microbiolgiques, un nouveau prélèvement sera programmé sur ce point de surveillance.",N,C,C,C
11386,01100179451,2025-12-30,"Eau d'alimentation non conforme aux exigences de qualité en vigueur. L a non-conformité concerne au moins un paramètre microbiologique  et fa it suite à une ou plusieurs anomalies, ce qui a nécessité une restrict ion de consommation de l'eau. Il a été demandé à l'exploitant d'averti r la population concernée et de prendre les mesures correctives nécess aires pour rétablir la qualité de l'eau. Un nouveau contrôle a été pro grammé afin de suivre l'évolution du paramètre et de vérifier le retou r à une situation normale.",N,C,C,C
11116,01100176499,2025-12-29,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C,C,C,C
