inseecommuneprinc,referenceprel,dateprel,conclusionprel,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim
37270,03700134175,2025-12-31,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C,C,C,C
37010,03700134132,2025-12-31,Eau d’alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C,C,C,C
37175,03700134264,2025-12-26,"Eau d'alimentation non-conforme aux limites de qualité pour le paramètre ""Atrazine déséthyl"" sans toutefois atteindre le seuil du risque sanitaire pour les consommateurs fixé par l’Agence Nationale de Sécurité Sanitaire de l’Alimentation, de l’Environnement et du Travail (ANSES). Ce contrôle fait suite aux résultats d'analyses non conformes du prélèvement du 15/12/2025 en production, en application de l'article R.1321-17 du code de la santé publique et confirme la situation. Un suivi renforcé a été mis en place afin de suivre l’évolution de la situation. A noter la présence de traces de pesticides (atrazine) à des teneurs inférieures à la valeur limite de 0,10 µg/l.",S,N,S,C
37194,03700134145,2025-12-26,"Eau d'alimentation non-conforme aux limites de qualité pour les paramètres ""Atrazine-déisopropyl"" et ""Atrazine déséthyl déisopropyl"" sans toutefois atteindre le seuil du risque sanitaire pour les consommateurs fixé par l’Agence Nationale de Sécurité Sanitaire de l’Alimentation, de l’Environnement et du Travail (ANSES). Un nouveau contrôle est programmé par l'ARS semaine 3 afin d'analyser ces paramètres, en application de l'article R.1321-17 du code de la santé publique. A noter la présence de traces de pesticides triazines et métabolites (Atrazine, Simazine, Terbuthylazin, Atrazine déséthyl, Terbuthylazin déséthyl) à des teneurs inférieures à la valeur limite de 0,10 µg/l.",C,N,C,C
37129,03700134030,2025-12-22,"Eau d'alimentation, prélevée en production, conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. L'activité alpha globale est supérieure à 0,1 Bq/l. Eau incrustante.",C,C,C,N
37099,03700134148,2025-12-19,"Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité pour le paramètre ""conductivité"" (mesure la quantité de minéraux dissous de l'eau). Cette situation a pour origine la nature de la ressource exploitée (nappe du cénomanien) et ne présente pas un danger pour la santé des consommateurs.",C,C,C,N
37256,03700134138,2025-12-19,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C,C,C,C
37050,03700134081,2025-12-19,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C,C,C,C
37278,03700134260,2025-12-19,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. Ce contrôle fait suite aux résultats d'analyses non conformes du prélèvement du 12/12/2025 en application de l'article R.1321-17 du code de la santé publique.,S,C,S,C
37059,03700134149,2025-12-19,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C,C,C,C
37147,03700134102,2025-12-19,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C,C,C,C
37139,03700134105,2025-12-19,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C,C,C,C
37204,03700134146,2025-12-19,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C,C,C,C
37040,03700134096,2025-12-19,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C,C,C,C
37167,03700134133,2025-12-19,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C,C,C,C
37122,03700134064,2025-12-19,"Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore résiduel est fixée à 0,1 mg/l en tout point du réseau de distribution et à 0,3 mg/l au point de production selon la circulaire DGS n°524/DE n°19-03 du 7 novembre 2003 relative au plan Vigipirate. Les valeurs observées en désinfectant peuvent expliquer une odeur et une saveur chlorées (seuils perceptibles des flaveurs de chlore à partir de 0,25 mg/l).",C,C,C,C
37231,03700134164,2025-12-19,"Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. A noter la présence de traces de pesticides triazines et métabolites (simazine, atrazine déséthyl, atrazine déisopropyl, atrazine déséthyl déisopropyl) à des teneurs inférieures à la valeur limite de 0,10 µg/l.",C,C,C,C
37260,03700134095,2025-12-19,"Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore résiduel est fixée à 0,1 mg/l en tout point du réseau de distribution et à 0,3 mg/l au point de production selon la circulaire DGS n°524/DE n°19-03 du 7 novembre 2003 relative au plan Vigipirate. Les valeurs observées en désinfectant peuvent expliquer une odeur et une saveur chlorées (seuils perceptibles des flaveurs de chlore à partir de 0,25 mg/l).",C,C,C,C
37249,03700134152,2025-12-19,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C,C,C,C
37091,03700134261,2025-12-19,"Eau d'alimentation, prélevée en production, non-conforme aux références de qualité pour le paramètre ""Ammonium"" et conforme aux limites de qualité. Ce contrôle fait suite aux résultats d'analyses non conformes du prélèvement du 16/12/2025, en application de l'article R.1321-17 du code de la santé publique et confirme la situation. Un suivi renforcé doit être mis en place afin de suivre l’évolution de la situation.",S,C,S,N
