inseecommuneprinc,referenceprel,dateprel,conclusionprel,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim
15156,01500124316,2025-12-22,"Eau de qualité sanitaire satisfaisante. Cependant, taux de chlore élevé.",C,C,C,N
15263,01500124313,2025-12-16,"Eau de qualité sanitaire satisfaisante. Cependant, présence de germes à 22°C.",C,C,C,N
15162,01500124307,2025-12-15,Eau de qualité sanitaire satisfaisante.,C,C,C,N
15108,01500124304,2025-12-15,"Résultats d'analyses conformes à la norme. Toutefois, présence de bactéries coliformes : eau de qualité sanitaire non satisfaisante.",C,C,N,N
15124,01500124306,2025-12-15,"Résultats d'analyses conformes à la norme. Toutefois, présence de spores de bactéries anaérobies sulfito-réductrices et présence excessi ve de germes à 22 et 36°C : eau de qualité sanitaire non satisfaisante.",C,C,N,N
15153,01500124348,2025-12-15,Eau de qualité sanitaire satisfaisante.,S,C,S,C
15246,01500124305,2025-12-15,Eau de qualité sanitaire satisfaisante.,C,C,C,N
15234,01500124266,2025-12-11,Eau de qualité sanitaire satisfaisante. Surveiller le taux de nitrates.,C,C,C,N
15043,01500124264,2025-12-11,Eau de qualité sanitaire satisfaisante.,C,C,C,N
15001,01500124265,2025-12-11,Eau de qualité sanitaire satisfaisante.,C,C,C,N
15080,01500124276,2025-12-11,"Résultats d'analyses conformes à la norme. Toutefois, présence excessive de germes à 22 et 36°C : eau de qualité sanitaire non satisfaisante.",C,C,C,C
15082,01500124268,2025-12-11,Eau de qualité sanitaire satisfaisante.,C,C,C,N
15022,01500124277,2025-12-11,Eau de qualité sanitaire satisfaisante.,C,C,C,N
15203,01500124278,2025-12-11,Eau de qualité sanitaire satisfaisante. Surveiller le taux de nitrates.,C,C,C,N
15119,01500124263,2025-12-11,Eau de qualité sanitaire satisfaisante.,C,C,C,N
15089,01500124350,2025-12-10,Eau de qualité sanitaire satisfaisante.,S,C,S,N
15085,01500124273,2025-12-10,Eau de qualité sanitaire satisfaisante.,C,C,C,N
15209,01500124321,2025-12-04,Bactériologie non conforme. Eau de qualité sanitaire non satisfaisante. La mise en oeuvre de mesures correctives a été immédiatement demandée au responsable de la distribution.,N,C,N,N
15112,01500124231,2025-12-04,"Eau de qualité sanitaire satisfaisante. Cependant, taux de chlore élevé.",C,C,C,N
15021,01500124315,2025-12-04,"Eau de qualité sanitaire satisfaisante, cependant présence d'Esa Métol achlore traduisant la vulnérabilité de la ressource vis à vis des pest icides. Il est demandé au distributeur d'eau d'en identifier préventiv ement l'origine possible.",C,C,C,N
15078,01500124240,2025-12-04,Bactériologie non conforme. Eau de qualité sanitaire non satisfaisante. La mise en oeuvre de mesures correctives a été immédiatement demandée au responsable de la distribution.,N,C,C,N
15142,01500124235,2025-12-03,Eau de qualité sanitaire satisfaisante.,C,C,C,N
