cddept,inseecommuneprinc,nomcommuneprinc
085,44009,BASSE-GOULAINE
085,85001,L'AIGUILLON-LA-PRESQU’ÎLE
085,85002,AIGUILLON-SUR-VIE (L')
085,85003,AIZENAY
085,85004,ANGLES
085,85005,ANTIGNY
085,85006,APREMONT
085,85008,AUBIGNY-LES CLOUZEAUX
085,85009,AUCHAY-SUR-VENDEE
085,85010,AVRILLE
085,85011,BARBATRE
085,85012,BARRE-DE-MONTS (LA)
085,85013,BAZOGES-EN-PAILLERS
085,85014,BAZOGES-EN-PAREDS
085,85015,BEAUFOU
085,85016,BEAULIEU-SOUS-LA-ROCHE
085,85017,BEAUREPAIRE
085,85018,BEAUVOIR-SUR-MER
085,85019,BELLEVIGNY
085,85020,BENET
085,85022,BERNARD (LE)
085,85023,BESSAY
085,85024,BOIS-DE-CENE
085,85025,BOISSIERE-DE-MONTAIGU (LA)
085,85026,BOISSIERE-DES-LANDES (LA)
085,85028,BOUILLE-COURDAULT
085,85029,BOUIN
085,85031,BOUPERE (LE)
085,85033,BOURNEAU
085,85034,BOURNEZEAU
085,85035,BRETIGNOLLES-SUR-MER
085,85036,BRETONNIERE-LA-CLAYE (LA)
085,85038,BROUZILS (LES)
085,85039,BRUFFIERE (LA)
085,85040,CAILLERE-SAINT-HILAIRE (LA)
085,85042,CHAILLE-LES-MARAIS
085,85045,CHAIZE-GIRAUD (LA)
085,85046,CHAIZE-LE-VICOMTE (LA)
085,85047,CHALLANS
085,85049,CHAMPAGNE-LES-MARAIS
085,85050,CHAMP-SAINT-PERE (LE)
085,85051,CHANTONNAY
085,85054,CHAPELLE-HERMIER (LA)
085,85055,CHAPELLE-PALLUAU (LA)
085,85056,CHAPELLE-THEMER (LA)
085,85058,CHASNAIS
085,85059,CHATAIGNERAIE (LA)
085,85061,CHATEAU-GUIBERT
085,85062,CHATEAUNEUF
085,85064,CHAUCHE
085,85065,CHAVAGNES-EN-PAILLERS
085,85066,CHAVAGNES-LES-REDOUX
085,85067,CHEFFOIS
085,85070,COEX
085,85071,COMMEQUIERS
085,85072,COPECHAGNIERE (LA)
085,85073,CORPE
085,85074,COUTURE (LA)
085,85076,CUGAND-LA-BERNARDIÈRE
085,85077,CURZON
085,85078,DAMVIX
085,85080,DOIX-LES-FONTAINES
085,85081,DOMPIERRE-SUR-YON
085,85082,EPESSES (LES)
085,85083,EPINE (L')
085,85084,ESSARTS EN BOCAGE
085,85086,FALLERON
085,85087,FAYMOREAU
085,85088,FENOUILLER (LE)
085,85089,FERRIERE (LA)
085,85090,SEVREMONT
085,85092,FONTENAY-LE-COMTE
085,85093,FOUGERE
085,85094,FOUSSAIS-PAYRE
085,85095,FROIDFOND
085,85096,GARNACHE (LA)
085,85097,GAUBRETIERE (LA)
085,85098,GENETOUZE (LA)
085,85099,GIROUARD (LE)
085,85100,GIVRAND
085,85101,GIVRE (LE)
085,85102,GRAND'LANDES
085,85103,GROSBREUIL
085,85104,GRUES
085,85105,GUE-DE-VELLUIRE (LE)
085,85106,GUERINIERE (LA)
085,85108,HERBERGEMENT (L')
085,85109,HERBIERS (LES)
085,85110,HERMENAULT (L')
085,85111,ILE-D'ELLE (L')
085,85112,ILE-D'OLONNE (L')
085,85113,ILE-D'YEU (L')
085,85114,JARD-SUR-MER
085,85115,JAUDONNIERE (LA)
085,85116,JONCHERE (LA)
085,85117,LAIROUX
085,85118,LANDERONDE
085,85119,LANDES-GENUSSON (LES)
085,85120,LANDEVIEILLE
085,85121,LANGON (LE)
085,85123,LIEZ
085,85125,LOGE-FOUGEREUSE
085,85126,LONGEVES
085,85127,LONGEVILLE-SUR-MER
085,85128,LUCON
085,85129,LUCS-SUR-BOULOGNE (LES)
085,85130,MACHE
085,85131,MAGNILS-REIGNIERS (LES)
085,85132,MAILLE
085,85133,MAILLEZAIS
085,85134,MALLIEVRE
085,85135,MAREUIL-SUR-LAY-DISSAIS
085,85136,MARILLET
085,85137,MARSAIS-SAINTE-RADEGONDE
085,85138,MARTINET
085,85139,MAZEAU (LE)
085,85140,MEILLERAIE-TILLAY (LA)
085,85141,MENOMBLET
085,85142,MERLATIERE (LA)
085,85143,MERVENT
085,85144,MESNARD-LA-BAROTIERE
085,85145,MONSIREIGNE
085,85146,MONTAIGU-VENDEE
085,85147,MONTOURNAIS
085,85148,MONTREUIL
085,85149,MOREILLES
085,85151,MORTAGNE-SUR-SEVRE
085,85152,ACHARDS (LES)
085,85153,MOUCHAMPS
085,85154,MOUILLERON-SAINT-GERMAIN
085,85155,MOUILLERON-LE-CAPTIF
085,85156,MOUTIERS-LES-MAUXFAITS
085,85158,MOUZEUIL-SAINT-MARTIN
085,85159,NALLIERS
085,85160,NESMY
085,85161,NIEUL-LE-DOLENT
085,85162,RIVES-D'AUTISE
085,85163,NOIRMOUTIER-EN-L'ILE
085,85164,NOTRE-DAME-DE-MONTS
085,85167,ORBRIE (L')
085,85169,PALLUAU
085,85171,PEAULT
085,85172,PERRIER (LE)
085,85174,PETOSSE
085,85175,PINEAUX (LES)
085,85176,PISSOTTE
085,85177,VELLUIRE-SUR-VENDEE (LES)
085,85178,POIRE-SUR-VIE (LE)
085,85179,POIROUX
085,85181,POUILLE
085,85182,POUZAUGES
085,85184,PUY-DE-SERRE
085,85185,PUYRAVAULT
085,85186,RABATELIERE (LA)
085,85187,REAUMUR
085,85188,REORTHE (LA)
085,85189,NOTRE-DAME-DE-RIEZ
085,85190,ROCHESERVIERE
085,85191,ROCHE-SUR-YON (LA)
085,85192,ROCHETREJOUX
085,85193,ROSNAY
085,85194,SABLES-D'OLONNE (LES)
085,85196,SAINT-ANDRE-GOULE-D'OIE
085,85197,MONTREVERD
085,85198,SAINT-AUBIN-DES-ORMEAUX
085,85199,SAINT-AUBIN-LA-PLAINE
085,85200,SAINT-AVAUGOURD-DES-LANDES
085,85201,SAINT-BENOIST-SUR-MER
085,85202,SAINTE-CECILE
085,85204,SAINT-CHRISTOPHE-DU-LIGNERON
085,85205,SAINT-CYR-DES-GATS
085,85206,SAINT-CYR-EN-TALMONDAIS
085,85207,SAINT-DENIS-DU-PAYRE
085,85208,SAINT-DENIS-LA-CHEVASSE
085,85209,SAINT-ETIENNE-DE-BRILLOUET
085,85210,SAINT-ETIENNE-DU-BOIS
085,85211,SAINTE-FLAIVE-DES-LOUPS
085,85213,RIVES DE L'YON
085,85214,SAINTE-FOY
085,85215,SAINT-FULGENT
085,85216,SAINTE-GEMME-LA-PLAINE
085,85218,SAINT-GEORGES-DE-POINTINDOUX
085,85220,SAINT-GERMAIN-DE-PRINCAY
085,85221,SAINT-GERVAIS
085,85222,SAINT-GILLES-CROIX-DE-VIE
085,85223,SAINT-JEAN-D'HERMINE
085,85226,SAINT-HILAIRE-DE-RIEZ
085,85227,SAINT-HILAIRE-DES-LOGES
085,85229,SAINT-HILAIRE-DE-VOUST
085,85231,SAINT-HILAIRE-LA-FORET
085,85232,SAINT-HILAIRE-LE-VOUHIS
085,85234,SAINT-JEAN-DE-MONTS
085,85235,SAINT-JUIRE-CHAMPGILLON
085,85236,SAINT-JULIEN-DES-LANDES
085,85237,SAINT-LAURENT-DE-LA-SALLE
085,85238,SAINT-LAURENT-SUR-SEVRE
085,85239,SAINT-MAIXENT-SUR-VIE
085,85240,SAINT-MALO-DU-BOIS
085,85242,SAINT-MARS-LA-REORTHE
085,85243,BREM-SUR-MER
085,85244,SAINT-MARTIN-DE-FRAIGNEAU
085,85245,SAINT-MARTIN-DES-FONTAINES
085,85246,SAINT-MARTIN-DES-NOYERS
085,85247,SAINT-MARTIN-DES-TILLEULS
085,85248,SAINT-MARTIN-LARS-EN-SAINTE-HERMINE
085,85250,SAINT-MATHURIN
085,85252,SAINT-MAURICE-LE-GIRARD
085,85254,SAINT-MESMIN
085,85255,SAINT-MICHEL-EN-L'HERM
085,85256,SAINT-MICHEL-LE-CLOUCQ
085,85259,SAINT-PAUL-EN-PAREDS
085,85260,SAINT-PAUL-MONT-PENIT
085,85261,SAINTE-PEXINE
085,85262,SAINT-PHILBERT-DE-BOUAINE
085,85264,SAINT-PIERRE-DU-CHEMIN
085,85265,SAINT-PIERRE-LE-VIEUX
085,85266,SAINT-PROUANT
085,85267,SAINTE-RADEGONDE-DES-NOYERS
085,85268,SAINT-REVEREND
085,85269,SAINT-SIGISMOND
085,85273,SAINT-URBAIN
085,85274,SAINT-VALERIEN
085,85276,SAINT-VINCENT-STERLANGES
085,85277,SAINT-VINCENT-SUR-GRAON
085,85278,SAINT-VINCENT-SUR-JARD
085,85280,SALLERTAINE
085,85281,SERIGNE
085,85282,SIGOURNAIS
085,85284,SOULLANS
085,85285,TABLIER (LE)
