cddept,inseecommuneprinc,nomcommuneprinc
086,86001,ADRIERS
086,86002,AMBERRE
086,86003,ANCHE
086,86004,ANGLES-SUR-L'ANGLIN
086,86005,ANGLIERS
086,86006,ANTIGNY
086,86007,ANTRAN
086,86008,ARCAY
086,86009,ARCHIGNY
086,86010,ASLONNES
086,86011,ASNIERES-SUR-BLOUR
086,86012,ASNOIS
086,86013,AULNAY
086,86014,AVAILLES-EN-CHATELLERAULT
086,86015,AVAILLES-LIMOUZINE
086,86016,AVANTON
086,86017,AYRON
086,86018,BASSES
086,86019,BEAUMONT SAINT-CYR
086,86020,BELLEFONDS
086,86022,BERRIE
086,86023,BERTHEGON
086,86024,BERUGES
086,86025,BETHINES
086,86026,BEUXES
086,86027,BIARD
086,86028,BIGNOUX
086,86029,BLANZAY
086,86031,BONNES
086,86032,BONNEUIL-MATOURS
086,86034,BOURESSE
086,86035,BOURG-ARCHAMBAULT
086,86036,BOURNAND
086,86037,BRIGUEIL-LE-CHANTRE
086,86038,BRION
086,86039,BRUX
086,86040,BUSSIERE (LA)
086,86041,BUXEROLLES
086,86042,BUXEUIL
086,86044,CEAUX-EN-LOUDUN
086,86045,CELLE-LEVESCAULT
086,86046,CENON-SUR-VIENNE
086,86047,CERNAY
086,86048,CHABOURNAY
086,86049,CHALAIS
086,86050,CHALANDRAY
086,86052,CHAMPAGNE-SAINT-HILAIRE
086,86053,CHAMPIGNY EN ROCHEREAU
086,86054,CHAMPNIERS
086,86055,CHAPELLE-BATON (LA)
086,86058,CHAPELLE-MOULIERE (LA)
086,86059,CHAPELLE-VIVIERS
086,86061,CHARROUX
086,86062,CHASSENEUIL-DU-POITOU
086,86063,CHATAIN
086,86064,CHATEAU-GARNIER
086,86065,CHATEAU-LARCHER
086,86066,CHATELLERAULT
086,86068,CHAUNAY
086,86069,CHAUSSEE (LA)
086,86070,CHAUVIGNY
086,86072,CHENEVELLES
086,86073,CHERVES
086,86074,CHIRE-EN-MONTREUIL
086,86075,CHOUPPES
086,86076,CISSE
086,86077,CIVAUX
086,86078,CIVRAY
086,86079,ROCHE-RIGAULT (LA)
086,86080,CLOUE
086,86081,COLOMBIERS
086,86082,VALENCE-EN-POITOU
086,86083,COULOMBIERS
086,86084,COULONGES-LES-HEROLLES
086,86085,COUSSAY
086,86086,COUSSAY-LES-BOIS
086,86087,CRAON
086,86088,CROUTELLE
086,86089,CUHON
