cddept,inseecommuneprinc,nomcommuneprinc
079,79001,ABSIE (L')
079,79002,ADILLY
079,79003,AIFFRES
079,79005,AIRVAULT
079,79007,ALLONNE
079,79008,AMAILLOUX
079,79009,AMURE
079,79010,ARCAIS
079,79012,ARDIN
079,79013,ARGENTONNAY
079,79014,LORETZ-D'ARGENTON
079,79015,ASNIERES-EN-POITOU
079,79016,ASSAIS-LES-JUMEAUX
079,79018,AUBIGNE
079,79019,AUBIGNY
079,79020,AUGE
079,79022,AVAILLES-THOUARSAIS
079,79023,AVON
079,79024,AZAY-LE-BRULE
079,79025,AZAY-SUR-THOUET
079,79029,BEAULIEU-SOUS-PARTHENAY
079,79030,BEAUSSAIS-VITRE
079,79031,BEAUVOIR-SUR-NIORT
079,79032,BECELEUF
079,79034,BESSINES
079,79038,BOISME
079,79040,BOISSIERE-EN-GATINE (LA)
079,79042,BOUGON
079,79046,BOURDET (LE)
079,79047,BOUSSAIS
079,79048,CRECHE (LA)
079,79049,BRESSUIRE
079,79050,BRETIGNOLLES
079,79055,BRIEUIL-SUR-CHIZE
079,79056,BRION-PRES-THOUET
079,79057,BRIOUX-SUR-BOUTONNE
079,79058,BRULAIN
079,79059,BUSSEAU (LE)
079,79061,CELLES-SUR-BELLE
079,79062,CERIZAY
079,79063,VAL EN VIGNES
079,79064,FONTIVILLIE
079,79066,CHAMPDENIERS-SAINT-DENIS
079,79069,CHANTELOUP
079,79070,CHAPELLE-BATON (LA)
079,79071,CHAPELLE-BERTRAND (LA)
079,79074,CHAPELLE-POUILLOUX (LA)
079,79076,CHAPELLE-SAINT-LAURENT (LA)
079,79077,BEUGNON-THIREUIL
079,79078,PLAINE-D'ARGENSON
079,79079,MAULEON
079,79080,CHATILLON-SUR-THOUET
079,79081,CHAURAY
079,79083,CHEF-BOUTONNE
079,79084,CHENAY
079,79085,CHERIGNE
079,79086,CHERVEUX
079,79087,CHEY
079,79088,CHICHE
079,79089,CHILLOU (LE)
079,79090,CHIZE
079,79091,CIRIERES
079,79092,CLAVE
079,79094,CLESSE
079,79095,CLUSSAIS-LA-POMMERAIE
079,79096,COMBRAND
079,79100,COULON
079,79101,COULONGES-SUR-L'AUTIZE
079,79102,COULONGES-THOUARSAIS
079,79103,COURLAY
079,79104,COURS
079,79105,CHATELIERS (LES)
079,79106,COUTURE-D'ARGENSON
079,79108,DOUX
079,79109,ECHIRE
079,79111,ENSIGNE
079,79112,EPANNES
079,79114,EXIREUIL
079,79115,EXOUDUN
079,79116,FAYE-L'ABBESSE
079,79117,FAYE-SUR-ARDIN
079,79118,FENERY
079,79119,FENIOUX
079,79120,FERRIERE-EN-PARTHENAY (LA)
079,79121,FOMPERRON
079,79122,FONTENILLE-SAINT-MARTIN-D'ENTRAIGUES
079,79123,FORET-SUR-SEVRE (LA)
079,79124,FORGES (LES)
079,79125,FORS
079,79126,FOSSES (LES)
079,79127,FOYE-MONJAULT (LA)
079,79128,FRANCOIS
079,79129,FRESSINES
079,79130,FRONTENAY-ROHAN-ROHAN
079,79131,GEAY
079,79132,GENNETON
079,79133,GERMOND-ROUVRE
079,79134,GLENAY
079,79135,GOURGE
079,79136,ALLOINAY
079,79137,GRANZAY-GRIPT
079,79139,GROSEILLERS (LES)
079,79140,VALDELAUME
079,79141,IRAIS
079,79142,JUILLE
079,79144,JUSCORPS
079,79145,LAGEON
079,79147,LARGEASSE
079,79148,LEZAY
079,79149,LHOUMOIS
079,79150,LIMALONGES
079,79152,LORIGNE
079,79153,LOUBIGNE
079,79154,LOUBILLE
079,79156,LOUIN
079,79157,LOUZY
079,79158,LUCHE-SUR-BRIOUX
079,79159,LUCHE-THOUARSAIS
079,79160,LUSSERAY
079,79161,LUZAY
079,79162,MAGNE
079,79163,MAIRE-LEVESCAULT
079,79164,MAISONNAY
079,79165,MAISONTIERS
079,79166,MARIGNY
079,79167,MARNES
079,79170,MAUZE-SUR-LE-MIGNON
079,79172,MAZIERES-EN-GATINE
079,79174,MELLE
079,79175,MELLERAN
079,79176,MENIGOUTE
079,79177,MESSE
079,79179,MONCOUTANT-SUR-SEVRES
079,79183,MONTRAVERS
079,79184,MOTHE-SAINT-HERAY (LA)
079,79185,AIGONDIGNE
079,79189,NANTEUIL
079,79190,NEUVY-BOUIN
079,79191,NIORT
079,79195,NUEIL-LES-AUBIERS
079,79196,PLAINE-ET-VALLEES
079,79197,OROUX
079,79198,PAIZAY-LE-CHAPT
079,79200,PAMPLIE
079,79201,PAMPROUX
079,79202,PARTHENAY
079,79203,PAS-DE-JEU
079,79204,PERIGNE
079,79207,PETITE-BOISSIERE (LA)
079,79208,PEYRATTE (LA)
079,79209,PIERREFITTE
079,79210,PIN (LE)
079,79213,POMPAIRE
079,79215,POUGNE-HERISSON
079,79216,PRAHECQ
079,79217,PRAILLES-LA COUARDE
079,79218,PRESSIGNY
079,79220,PRIN-DEYRANCON
079,79223,PUIHARDY
079,79225,REFFANNES
079,79226,RETAIL (LE)
079,79229,ROCHENARD (LA)
079,79230,ROM
079,79231,ROMANS
079,79235,SAINT-AMAND-SUR-SEVRE
079,79236,SAINT-ANDRE-SUR-SEVRE
079,79238,SAINT-AUBIN-DU-PLAIN
079,79239,SAINT-AUBIN-LE-CLOUD
079,79241,SAINT-CHRISTOPHE-SUR-ROC
079,79242,VOULMENTIN
079,79243,SAINT-COUTANT
079,79244,SAINT-CYR-LA-LANDE
079,79246,SAINTE-EANNE
079,79249,SAINT-GELAIS
079,79250,SAINTE-GEMME
079,79251,MARCILLE
079,79252,SAINT-GENEROUX
079,79253,SAINT-GEORGES-DE-NOISNE
079,79254,SAINT-GEORGES-DE-REX
079,79255,SAINT-GERMAIN-DE-LONGUE-CHAUME
079,79256,SAINT-GERMIER
079,79257,SAINT-HILAIRE-LA-PALUD
079,79258,SAINT-JACQUES-DE-THOUARS
079,79259,SAINT-JEAN-DE-THOUARS
079,79263,SAINT-LAURS
079,79265,SAINT-LEGER-DE-MONTBRUN
079,79267,SAINT-LIN
079,79268,SAINT-LOUP-LAMAIRE
079,79269,SAINT-MAIXENT-DE-BEUGNE
079,79270,SAINT-MAIXENT-L'ECOLE
079,79271,SAINT-MARC-LA-LANDE
079,79273,SAINT-MARTIN-DE-BERNEGOUE
079,79274,SAINT-MARTIN-DE-MACON
079,79276,SAINT-MARTIN-DE-SAINT-MAIXENT
079,79277,SAINT-MARTIN-DE-SANZAY
079,79278,SAINT-MARTIN-DU-FOUILLOUX
079,79280,SAINT MAURICE ETUSSON
079,79281,SAINT-MAXIRE
079,79283,SAINTE-NEOMAYE
079,79284,SAINTE-OUENNE
079,79285,SAINT-PARDOUX-SOUTIERS
079,79286,SAINT-PAUL-EN-GATINE
079,79289,SAINT-PIERRE-DES-ECHAUBROGNES
079,79290,SAINT-POMPAIN
079,79293,SAINT-REMY
079,79294,SAINT-ROMANS-DES-CHAMPS
079,79295,SAINT-ROMANS-LES-MELLE
079,79297,SAINTE-SOLINE
079,79298,SAINT-SYMPHORIEN
079,79299,SAINT-VARENT
079,79300,SAINTE-VERGE
079,79301,SAINT-VINCENT-LA-CHATRE
079,79302,SAIVRES
079,79303,SALLES
079,79304,SANSAIS
079,79306,SAURAIS
079,79307,SAUZÉ-ENTRE-BOIS
079,79308,SCIECQ
079,79309,SCILLE
079,79310,SECONDIGNE-SUR-BELLE
079,79311,SECONDIGNY
079,79312,SELIGNE
079,79313,SEPVRET
079,79316,SOUDAN
079,79319,SOUVIGNE
079,79320,SURIN
079,79322,TALLUD (LE)
079,79326,THENEZAY
079,79329,THOUARS
079,79331,TOURTENAY
079,79332,TRAYES
079,79334,VAL-DU-MIGNON
079,79335,VALLANS
079,79336,VANCAIS
079,79337,VANNEAU-IRLEAU (LE)
079,79338,VANZAY
079,79339,VASLES
079,79340,VAUSSEROUX
079,79341,VAUTEBIS
079,79342,VERNOUX-EN-GATINE
079,79343,VERNOUX-SUR-BOUTONNE
079,79345,VERRUYES
079,79346,VERT (LE)
079,79347,VIENNAY
079,79348,VILLEFOLLET
079,79349,VILLEMAIN
079,79350,VILLIERS-EN-BOIS
079,79351,VILLIERS-EN-PLAINE
079,79352,VILLIERS-SUR-CHIZE
079,79354,VOUHE
079,79355,VOUILLE
079,79357,XAINTRAY
