cddept,inseecommuneprinc,nomcommuneprinc
066,66001,ALBERE (L')
066,66002,ALENYA
066,66003,AMELIE-LES-BAINS-PALALDA
066,66004,ANGLES (LES)
066,66005,ANGOUSTRINE-VILLENEUVE-DES-ESCALDES
066,66006,ANSIGNAN
066,66007,ARBOUSSOLS
066,66008,ARGELES-SUR-MER
066,66009,ARLES-SUR-TECH
066,66010,AYGUATEBIA-TALAU
066,66011,BAGES
066,66012,BAHO
066,66013,BAILLESTAVY
066,66014,BAIXAS
066,66015,BANYULS-DELS-ASPRES
066,66016,BANYULS-SUR-MER
066,66017,BARCARES (LE)
066,66018,BASTIDE (LA)
066,66019,BELESTA
066,66020,BOLQUERE
066,66021,BOMPAS
066,66022,BOULE-D'AMONT
066,66023,BOULETERNERE
066,66024,BOULOU (LE)
066,66025,BOURG-MADAME
066,66026,BROUILLA
066,66027,CABANASSE (LA)
066,66028,CABESTANY
066,66029,CAIXAS
066,66030,CALCE
066,66032,CALMEILLES
066,66033,CAMELAS
066,66034,CAMPOME
066,66035,CAMPOUSSY
066,66036,CANAVEILLES
066,66037,CANET-EN-ROUSSILLON
066,66038,CANOHES
066,66039,CARAMANY
066,66040,CASEFABRE
066,66041,CASES-DE-PENE
066,66042,CASSAGNES
066,66043,CASTEIL
066,66044,CASTELNOU
066,66045,CATLLAR
066,66046,CAUDIES-DE-FENOUILLEDES
066,66047,CAUDIES-DE-CONFLENT
066,66048,CERBERE
066,66049,CERET
066,66050,CLAIRA
066,66051,CLARA-VILLERACH
066,66052,CODALET
066,66053,COLLIOURE
066,66054,CONAT
066,66055,CORBERE
066,66056,CORBERE-LES-CABANES
066,66057,CORNEILLA-DE-CONFLENT
066,66058,CORNEILLA-LA-RIVIERE
066,66059,CORNEILLA-DEL-VERCOL
066,66060,CORSAVY
066,66061,COUSTOUGES
066,66062,DORRES
066,66063,CLUSES (LES)
066,66064,EGAT
066,66065,ELNE
066,66066,ENVEITG
066,66067,ERR
066,66068,ESCARO
066,66069,ESPIRA-DE-L'AGLY
066,66070,ESPIRA-DE-CONFLENT
066,66071,ESTAGEL
066,66072,ESTAVAR
066,66073,ESTOHER
066,66074,EUS
066,66075,EYNE
066,66076,FEILLUNS
066,66077,FENOUILLET
066,66078,FILLOLS
066,66079,FINESTRET
066,66080,FONTPEDROUSE
066,66081,FONTRABIOUSE
066,66082,FORMIGUERES
066,66083,FOSSE
066,66084,FOURQUES
066,66085,FUILLA
066,66086,GLORIANES
066,66088,ILLE-SUR-TET
066,66089,JOCH
066,66090,JUJOLS
066,66091,LAMANERE
066,66092,LANSAC
066,66093,LAROQUE-DES-ALBERES
066,66094,LATOUR-BAS-ELNE
