cddept,inseecommuneprinc,nomcommuneprinc
039,39001,ABERGEMENT-LA-RONCE
039,39002,ABERGEMENT-LE-GRAND
039,39003,ABERGEMENT-LE-PETIT
039,39004,ABERGEMENT-LES-THESY
039,39006,AIGLEPIERRE
039,39007,ALIEZE
039,39008,AMANGE
039,39009,ANDELOT-EN-MONTAGNE
039,39010,ANDELOT-MORVAL
039,39011,ANNOIRE
039,39013,ARBOIS
039,39014,ARCHELANGE
039,39015,ARDON
039,39016,ARINTHOD
039,39017,ARLAY
039,39018,AROMAS
039,39019,ARSURES (LES)
039,39020,ARSURE-ARSURETTE
039,39021,CHAILLEUSE (LA)
039,39022,ASNANS-BEAUVOISIN
039,39024,AUDELANGE
039,39025,AUGEA
039,39026,AUGERANS
039,39027,AUGISEY
039,39028,AUMONT
039,39029,AUMUR
039,39030,AUTHUME
039,39031,AUXANGE
039,39032,AVIGNON-LES-SAINT-CLAUDE
039,39034,BALAISEAUX
039,39035,BALANOD
039,39037,BANS
039,39038,BARESIA-SUR-L'AIN
039,39039,BARRE (LA)
039,39040,BARRETAINE
039,39041,BAUME-LES-MESSIEURS
039,39042,BAVERANS
039,39043,BEAUFORT-ORBAGNA
039,39045,BEFFIA
039,39046,BELLECOMBE
039,39047,BELLEFONTAINE
039,39048,BELMONT
039,39049,BERSAILLIN
039,39050,BESAIN
039,39051,BIARNE
039,39052,BIEF-DES-MAISONS
039,39053,BIEF-DU-FOURG
039,39054,BIEFMORIN
039,39055,BILLECUL
039,39056,BLETTERANS
039,39057,BLOIS-SUR-SEILLE
039,39058,BLYE
039,39059,BOIS-D'AMONT
039,39060,BOIS-DE-GAND
039,39061,BOISSIA
039,39062,BOISSIERE (LA)
039,39063,BONLIEU
039,39065,BONNEFONTAINE
039,39066,BORNAY
039,39068,BOUCHOUX (LES)
039,39070,BOURG-DE-SIROD
039,39072,BRACON
039,39073,BRAINANS
039,39074,BRANS
039,39076,BRETENIERE (LA)
039,39077,BRETENIERES
039,39078,BREVANS
