referenceprel,libmajparametre,limitequal,valtraduite
09400170278,CHLOROTHALONIL R471811,,1.513000
09400170278,CHLORIDAZONE DESPHÉNYL,"<=0,1 µg/L",0.089000
09400170278,CHLORIDAZONE MÉTHYL DESPHÉNYL,"<=0,1 µg/L",0.020000
09400170283,ASPECT (QUALITATIF),,0.000000
09400170283,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
09400170283,CONDUCTIVITÉ À 25°C,,606.000000
09400170283,CHLORURES,,24.000000
09400170283,CHLORE LIBRE,,0.370000
09400170283,CHLORE TOTAL,,0.560000
09400170283,CARBONE ORGANIQUE TOTAL,,1.500000
09400170283,COLORATION,,0.000000
09400170283,COULEUR (QUALITATIF),,0.000000
09400170283,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
09400170283,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
09400170283,BACT. AÉR. REVIVIFIABLES À 22°-68H,,2.000000
09400170283,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
09400170283,AMMONIUM (EN NH4),,0.000000
09400170283,NITRITES (EN NO2),"<=0,1 mg/L",0.000000
09400170283,NITRATES (EN NO3),<=50 mg/L,30.000000
09400170283,NITRATES/50 + NITRITES/3,<=1 mg/L,0.600000
09400170283,ODEUR (DILUTION À 25°C),,
09400170283,ODEUR (QUALITATIF),,0.000000
09400170283,PH ,,7.790000
09400170283,PH ,,7.900000
09400170283,SAVEUR PAR DILUTION À 25°C,,
09400170283,SAVEUR (QUALITATIF),,0.000000
09400170283,SULFATES,,47.000000
09400170283,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
09400170283,TITRE ALCALIMÉTRIQUE COMPLET,,21.100000
09400170283,TEMPÉRATURE DE L'EAU,,8.900000
09400170283,TITRE HYDROTIMÉTRIQUE,,27.870000
09400170283,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.210000
09400170286,ASPECT (QUALITATIF),,0.000000
09400170286,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
09400170286,CONDUCTIVITÉ À 25°C,,614.000000
09400170286,CHLORURES,,27.100000
09400170286,CHLORE LIBRE,,0.310000
09400170286,CHLORE TOTAL,,0.360000
09400170286,CARBONE ORGANIQUE TOTAL,,0.880000
09400170286,COULEUR (QUALITATIF),,0.000000
09400170286,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
09400170286,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
09400170286,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
09400170286,BACT. AÉR. REVIVIFIABLES À 36°-44H,,5.000000
