referenceprel,libmajparametre,limitequal,valtraduite
03700131206,ASPECT (QUALITATIF),,0.000000
03700131206,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
03700131206,CONDUCTIVITÉ À 20°C,,483.000000
03700131206,CONDUCTIVITÉ À 25°C,,539.000000
03700131206,CHLORE LIBRE,,0.450000
03700131206,CHLORE TOTAL,,0.510000
03700131206,COLORATION,,0.000000
03700131206,COULEUR (QUALITATIF),,0.000000
03700131206,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
03700131206,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
03700131206,FER TOTAL,,1.000000
03700131206,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
03700131206,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
03700131206,AMMONIUM (EN NH4),,0.000000
03700131206,NITRATES (EN NO3),<=50 mg/L,0.320000
03700131206,ODEUR (QUALITATIF),,0.000000
03700131206,PH ,,7.400000
03700131206,SAVEUR (QUALITATIF),,0.000000
03700131206,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
03700131206,TEMPÉRATURE DE L'EAU,,17.500000
03700131206,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.000000
03700131299,ATRAZINE-2-HYDROXY,"<=0,1 µg/L",0.000000
03700131299,ATRAZINE DÉISOPROPYL-2-HYDROXY,"<=0,1 µg/L",0.000000
03700131299,ATRAZINE DÉSÉTHYL,"<=0,1 µg/L",0.000000
03700131299,ATRAZINE DÉSÉTHYL-2-HYDROXY,"<=0,1 µg/L",0.000000
03700131299,ATRAZINE DÉSÉTHYL DÉISOPROPYL,"<=0,1 µg/L",0.000000
03700131299,ATRAZINE-DÉISOPROPYL,"<=0,1 µg/L",0.000000
03700131299,ASPECT (QUALITATIF),,0.000000
03700131299,ATRAZINE,"<=0,1 µg/L",0.000000
03700131299,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
03700131299,CONDUCTIVITÉ À 20°C,,495.000000
03700131299,CONDUCTIVITÉ À 25°C,,552.000000
03700131299,CHLORE LIBRE,,0.150000
03700131299,CHLORE TOTAL,,0.170000
03700131299,COLORATION,,0.000000
03700131299,COULEUR (QUALITATIF),,0.000000
03700131299,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
03700131299,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
03700131299,FLUFENACET ESA,"<=0,1 µg/L",0.000000
03700131299,FER TOTAL,,3.000000
03700131299,FLUFENACET,"<=0,1 µg/L",0.000000
03700131299,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
03700131299,BACT. AÉR. REVIVIFIABLES À 36°-44H,,9.000000
03700131299,HEXAZINONE,"<=0,1 µg/L",0.000000
03700131299,MÉTRIBUZINE,"<=0,1 µg/L",0.000000
03700131299,MÉTAMITRONE,"<=0,1 µg/L",0.000000
03700131299,AMMONIUM (EN NH4),,0.000000
03700131299,NITRATES (EN NO3),<=50 mg/L,32.000000
03700131299,ODEUR (QUALITATIF),,0.000000
03700131299,TOTAL DES PESTICIDES ANALYSÉS,"<=0,5 µg/L",0.000000
03700131299,PH ,,7.200000
03700131299,PROMÉTHRINE,"<=0,1 µg/L",0.000000
03700131299,PROPAZINE,"<=0,1 µg/L",0.000000
03700131299,PROPAZINE 2-HYDROXY,"<=0,1 µg/L",0.000000
03700131299,SAVEUR (QUALITATIF),,0.000000
03700131299,SIMAZINE HYDROXY,"<=0,1 µg/L",0.000000
03700131299,SIMAZINE,"<=0,1 µg/L",0.000000
03700131299,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
03700131299,TERBUTHYLAZIN,"<=0,1 µg/L",0.000000
03700131299,TERBUTHYLAZIN DÉSÉTHYL,"<=0,1 µg/L",0.000000
03700131299,TERBUTHYLAZIN DÉSÉTHYL-2-HYDROXY,"<=0,1 µg/L",0.000000
03700131299,HYDROXYTERBUTHYLAZINE,"<=0,1 µg/L",0.000000
03700131299,TEMPÉRATURE DE L'EAU,,17.000000
03700131299,TERBUMÉTON,"<=0,1 µg/L",0.000000
03700131299,TERBUMÉTON-DÉSETHYL,"<=0,1 µg/L",0.000000
03700131299,TERBUTRYNE,"<=0,1 µg/L",0.000000
03700131299,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.830000
03700131516,ASPECT (QUALITATIF),,0.000000
03700131516,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
03700131516,CONDUCTIVITÉ À 20°C,,565.000000
03700131516,CONDUCTIVITÉ À 25°C,,631.000000
03700131516,CHLORE LIBRE,,0.200000
03700131516,CHLORE TOTAL,,0.240000
03700131516,COLORATION,,0.000000
03700131516,COULEUR (QUALITATIF),,0.000000
03700131516,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
03700131516,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
03700131516,FER TOTAL,,1.000000
03700131516,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
03700131516,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
03700131516,AMMONIUM (EN NH4),,0.000000
03700131516,NITRATES (EN NO3),<=50 mg/L,0.940000
03700131516,ODEUR (QUALITATIF),,0.000000
03700131516,PH ,,7.700000
03700131516,SAVEUR (QUALITATIF),,0.000000
03700131516,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
03700131516,TEMPÉRATURE DE L'EAU,,20.000000
03700131516,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.000000
03700131570,ATRAZINE-2-HYDROXY,"<=0,1 µg/L",0.000000
03700131570,ATRAZINE DÉISOPROPYL-2-HYDROXY,"<=0,1 µg/L",0.000000
03700131570,ATRAZINE DÉSÉTHYL,"<=0,1 µg/L",0.036000
03700131570,ATRAZINE DÉSÉTHYL-2-HYDROXY,"<=0,1 µg/L",0.000000
03700131570,ATRAZINE DÉSÉTHYL DÉISOPROPYL,"<=0,1 µg/L",0.062000
03700131570,ATRAZINE-DÉISOPROPYL,"<=0,1 µg/L",0.016000
03700131570,ASPECT (QUALITATIF),,0.000000
03700131570,ATRAZINE,"<=0,1 µg/L",0.000000
03700131570,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
03700131570,CONDUCTIVITÉ À 20°C,,545.000000
03700131570,CONDUCTIVITÉ À 25°C,,608.000000
03700131570,CHLORE LIBRE,,0.110000
03700131570,CHLORE TOTAL,,0.150000
03700131570,COLORATION,,0.000000
03700131570,COULEUR (QUALITATIF),,0.000000
03700131570,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
03700131570,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
03700131570,FLUFENACET ESA,"<=0,1 µg/L",0.000000
03700131570,FER TOTAL,,41.000000
03700131570,FLUFENACET,"<=0,1 µg/L",0.000000
03700131570,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
03700131570,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
03700131570,HEXAZINONE,"<=0,1 µg/L",0.000000
03700131570,MÉTRIBUZINE,"<=0,1 µg/L",0.000000
03700131570,MÉTAMITRONE,"<=0,1 µg/L",0.000000
03700131570,AMMONIUM (EN NH4),,0.073000
03700131570,NITRATES (EN NO3),<=50 mg/L,17.000000
03700131570,ODEUR (QUALITATIF),,0.000000
03700131570,TOTAL DES PESTICIDES ANALYSÉS,"<=0,5 µg/L",0.110000
03700131570,PH ,,7.900000
03700131570,PROMÉTHRINE,"<=0,1 µg/L",0.000000
03700131570,PROPAZINE,"<=0,1 µg/L",0.000000
03700131570,PROPAZINE 2-HYDROXY,"<=0,1 µg/L",0.000000
03700131570,SAVEUR (QUALITATIF),,0.000000
03700131570,SIMAZINE HYDROXY,"<=0,1 µg/L",0.000000
03700131570,SIMAZINE,"<=0,1 µg/L",0.000000
