referenceprel,libmajparametre,limitequal,valtraduite
03900123760,ASPECT (QUALITATIF),,0.000000
03900123760,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
03900123760,CONDUCTIVITÉ À 25°C,,448.000000
03900123760,CHLORE LIBRE,,0.560000
03900123760,CHLORE TOTAL,,0.680000
03900123760,COULEUR (QUALITATIF),,0.000000
03900123760,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
03900123760,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
03900123760,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
03900123760,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
03900123760,AMMONIUM (EN NH4),,0.000000
03900123760,ODEUR (QUALITATIF),,0.000000
03900123760,PH ,,7.500000
03900123760,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
03900123760,TEMPÉRATURE DE L'EAU,,6.600000
03900123760,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.000000
03900123761,ASPECT (QUALITATIF),,0.000000
03900123761,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
03900123761,CONDUCTIVITÉ À 25°C,,458.000000
03900123761,CHLORE LIBRE,,0.140000
03900123761,CHLORE TOTAL,,0.140000
03900123761,COULEUR (QUALITATIF),,0.000000
03900123761,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
03900123761,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
03900123761,BACT. AÉR. REVIVIFIABLES À 22°-68H,,3.000000
03900123761,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
03900123761,AMMONIUM (EN NH4),,0.000000
03900123761,ODEUR (QUALITATIF),,0.000000
03900123761,PH ,,7.500000
03900123761,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
03900123761,TEMPÉRATURE DE L'EAU,,5.900000
03900123761,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.370000
03900123764,ASPECT (QUALITATIF),,0.000000
03900123764,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
03900123764,CONDUCTIVITÉ À 25°C,,463.000000
03900123764,CHLORE LIBRE,,0.320000
03900123764,CHLORE TOTAL,,0.390000
03900123764,COULEUR (QUALITATIF),,0.000000
