referenceprel,libmajparametre,limitequal,valtraduite
05000182795,ASPECT (QUALITATIF),,1.000000
05000182795,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
05000182795,CONDUCTIVITÉ À 25°C,,635.000000
05000182795,CHLORE LIBRE,,0.350000
05000182795,CHLORE TOTAL,,0.370000
05000182795,CARBONE ORGANIQUE TOTAL,,0.500000
05000182795,COULEUR (QUALITATIF),,0.000000
05000182795,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
05000182795,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
05000182795,FER TOTAL,,25.200000
05000182795,BACT. AÉR. REVIVIFIABLES À 22°-68H,,5.000000
05000182795,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
05000182795,AMMONIUM (EN NH4),,0.000000
05000182795,NITRITES (EN NO2),"<=0,5 mg/L",0.000000
05000182795,NITRATES (EN NO3),<=50 mg/L,15.800000
05000182795,NITRATES/50 + NITRITES/3,<=1 mg/L,0.317000
05000182795,ODEUR (QUALITATIF),,0.000000
05000182795,PH ,,7.800000
05000182795,PH ,,7.700000
05000182795,SAVEUR (QUALITATIF),,0.000000
05000182795,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
05000182795,TITRE ALCALIMÉTRIQUE,,0.000000
05000182795,TITRE ALCALIMÉTRIQUE COMPLET,,25.200000
05000182795,TEMPÉRATURE DE L'EAU,,9.800000
05000182795,TITRE HYDROTIMÉTRIQUE,,28.300000
05000182795,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.500000
05000182824,ASPECT (QUALITATIF),,0.000000
05000182824,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
05000182824,CONDUCTIVITÉ À 25°C,,652.000000
05000182824,CHLORE LIBRE,,0.000000
05000182824,CHLORE TOTAL,,0.000000
05000182824,CARBONE ORGANIQUE TOTAL,,0.400000
05000182824,COULEUR (QUALITATIF),,0.000000
05000182824,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
05000182824,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
05000182824,FER TOTAL,,0.000000
05000182824,BACT. AÉR. REVIVIFIABLES À 22°-68H,,8.000000
05000182824,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
05000182824,AMMONIUM (EN NH4),,0.000000
05000182824,NITRITES (EN NO2),"<=0,5 mg/L",0.000000
05000182824,NITRATES (EN NO3),<=50 mg/L,9.600000
05000182824,NITRATES/50 + NITRITES/3,<=1 mg/L,0.191000
05000182824,ODEUR (QUALITATIF),,0.000000
05000182824,PH ,,7.900000
05000182824,PH ,,7.900000
05000182824,SAVEUR (QUALITATIF),,0.000000
05000182824,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
05000182824,TITRE ALCALIMÉTRIQUE,,0.000000
05000182824,TITRE ALCALIMÉTRIQUE COMPLET,,23.400000
05000182824,TEMPÉRATURE DE L'EAU,,8.700000
05000182824,TITRE HYDROTIMÉTRIQUE,,23.500000
05000182824,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.000000
05000182825,ASPECT (QUALITATIF),,0.000000
05000182825,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
05000182825,CONDUCTIVITÉ À 25°C,,407.000000
05000182825,CHLORE LIBRE,,0.050000
05000182825,CHLORE TOTAL,,0.070000
05000182825,CARBONE ORGANIQUE TOTAL,,0.400000
05000182825,COULEUR (QUALITATIF),,0.000000
05000182825,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
05000182825,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
05000182825,FER TOTAL,,2.600000
05000182825,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
05000182825,BACT. AÉR. REVIVIFIABLES À 36°-44H,,2.000000
05000182825,AMMONIUM (EN NH4),,0.000000
05000182825,NITRITES (EN NO2),"<=0,5 mg/L",0.000000
05000182825,NITRATES (EN NO3),<=50 mg/L,19.400000
05000182825,NITRATES/50 + NITRITES/3,<=1 mg/L,0.387000
05000182825,ODEUR (QUALITATIF),,0.000000
05000182825,PH ,,7.900000
05000182825,PH ,,8.000000
05000182825,SAVEUR (QUALITATIF),,0.000000
05000182825,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
05000182825,TITRE ALCALIMÉTRIQUE,,0.000000
05000182825,TITRE ALCALIMÉTRIQUE COMPLET,,12.000000
05000182825,TEMPÉRATURE DE L'EAU,,8.500000
05000182825,TITRE HYDROTIMÉTRIQUE,,13.900000
05000182825,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.000000
05000182826,ASPECT (QUALITATIF),,0.000000
05000182826,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
05000182826,CONDUCTIVITÉ À 25°C,,310.000000
05000182826,CHLORE LIBRE,,0.000000
05000182826,CHLORE TOTAL,,0.000000
05000182826,CARBONE ORGANIQUE TOTAL,,0.300000
05000182826,COULEUR (QUALITATIF),,0.000000
05000182826,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
05000182826,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
05000182826,FER TOTAL,,47.200000
05000182826,BACT. AÉR. REVIVIFIABLES À 22°-68H,,5.000000
05000182826,BACT. AÉR. REVIVIFIABLES À 36°-44H,,39.000000
05000182826,AMMONIUM (EN NH4),,0.000000
05000182826,NITRITES (EN NO2),"<=0,5 mg/L",0.000000
05000182826,NITRATES (EN NO3),<=50 mg/L,20.800000
05000182826,NITRATES/50 + NITRITES/3,<=1 mg/L,0.415000
05000182826,ODEUR (QUALITATIF),,0.000000
05000182826,PH ,,7.600000
05000182826,PH ,,7.600000
05000182826,SAVEUR (QUALITATIF),,0.000000
05000182826,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
05000182826,TITRE ALCALIMÉTRIQUE,,0.000000
05000182826,TITRE ALCALIMÉTRIQUE COMPLET,,8.500000
05000182826,TEMPÉRATURE DE L'EAU,,9.100000
05000182826,TITRE HYDROTIMÉTRIQUE,,10.900000
05000182826,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.250000
05000182827,ASPECT (QUALITATIF),,0.000000
05000182827,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
05000182827,CONDUCTIVITÉ À 25°C,,408.000000
05000182827,CHLORE LIBRE,,0.170000
05000182827,CHLORE TOTAL,,0.230000
05000182827,CARBONE ORGANIQUE TOTAL,,0.300000
05000182827,COULEUR (QUALITATIF),,0.000000
05000182827,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
05000182827,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
05000182827,FER TOTAL,,6.300000
05000182827,BACT. AÉR. REVIVIFIABLES À 22°-68H,,5.000000
05000182827,BACT. AÉR. REVIVIFIABLES À 36°-44H,,11.000000
05000182827,AMMONIUM (EN NH4),,0.000000
05000182827,NITRITES (EN NO2),"<=0,5 mg/L",0.000000
05000182827,NITRATES (EN NO3),<=50 mg/L,17.800000
05000182827,NITRATES/50 + NITRITES/3,<=1 mg/L,0.356000
05000182827,ODEUR (QUALITATIF),,0.000000
05000182827,PH ,,7.900000
05000182827,PH ,,7.900000
05000182827,SAVEUR (QUALITATIF),,0.000000
05000182827,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
05000182827,TITRE ALCALIMÉTRIQUE,,0.000000
05000182827,TITRE ALCALIMÉTRIQUE COMPLET,,13.300000
05000182827,TEMPÉRATURE DE L'EAU,,9.100000
05000182827,TITRE HYDROTIMÉTRIQUE,,15.300000
05000182827,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.300000
05000182865,ALUMINIUM TOTAL µG/L,,5.800000
05000182865,ASPECT (QUALITATIF),,1.000000
05000182865,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
05000182865,CONDUCTIVITÉ À 25°C,,269.000000
05000182865,CHLORE LIBRE,,0.280000
05000182865,CHLORE TOTAL,,0.340000
05000182865,CARBONE ORGANIQUE TOTAL,,1.200000
05000182865,COULEUR (QUALITATIF),,0.000000
05000182865,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
05000182865,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
05000182865,FER TOTAL,,2.500000
05000182865,BACT. AÉR. REVIVIFIABLES À 22°-68H,,3.000000
05000182865,BACT. AÉR. REVIVIFIABLES À 36°-44H,,1.000000
05000182865,AMMONIUM (EN NH4),,0.000000
05000182865,NITRITES (EN NO2),"<=0,5 mg/L",0.000000
05000182865,NITRATES (EN NO3),<=50 mg/L,28.100000
05000182865,NITRATES/50 + NITRITES/3,<=1 mg/L,0.563000
05000182865,ODEUR (QUALITATIF),,0.000000
05000182865,PH ,,7.400000
05000182865,PH ,,7.500000
05000182865,SAVEUR (QUALITATIF),,0.000000
05000182865,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
05000182865,TITRE ALCALIMÉTRIQUE,,0.000000
05000182865,TITRE ALCALIMÉTRIQUE COMPLET,,4.000000
05000182865,TEMPÉRATURE DE L'EAU,,7.900000
05000182865,TITRE HYDROTIMÉTRIQUE,,7.500000
05000182865,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.000000
05000182876,ASPECT (QUALITATIF),,1.000000
05000182876,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
05000182876,CONDUCTIVITÉ À 25°C,,490.000000
05000182876,CHLORE LIBRE,,0.330000
05000182876,CHLORE TOTAL,,0.390000
05000182876,CARBONE ORGANIQUE TOTAL,,0.400000
05000182876,COULEUR (QUALITATIF),,0.000000
05000182876,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
05000182876,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
05000182876,FER TOTAL,,14.900000
05000182876,BACT. AÉR. REVIVIFIABLES À 22°-68H,,1.000000
05000182876,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
05000182876,AMMONIUM (EN NH4),,0.000000
05000182876,NITRITES (EN NO2),"<=0,5 mg/L",0.000000
05000182876,NITRATES (EN NO3),<=50 mg/L,1.000000
05000182876,NITRATES/50 + NITRITES/3,<=1 mg/L,0.020000
05000182876,ODEUR (QUALITATIF),,0.000000
05000182876,PH ,,8.200000
05000182876,PH ,,8.300000
05000182876,SAVEUR (QUALITATIF),,0.000000
05000182876,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
05000182876,TITRE ALCALIMÉTRIQUE,,0.000000
05000182876,TITRE ALCALIMÉTRIQUE COMPLET,,12.400000
05000182876,TEMPÉRATURE DE L'EAU,,8.100000
05000182876,TITRE HYDROTIMÉTRIQUE,,15.300000
05000182876,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.000000
05000182887,ASPECT (QUALITATIF),,0.000000
05000182887,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
05000182887,CONDUCTIVITÉ À 25°C,,308.000000
05000182887,CHLORE LIBRE,,0.120000
05000182887,CHLORE TOTAL,,0.280000
