referenceprel,libmajparametre,limitequal,valtraduite
04800121933,ASPECT (QUALITATIF),,0.000000
04800121933,CONDUCTIVITÉ À 25°C,,37.000000
04800121933,CHLORE LIBRE,,
04800121933,CHLORE TOTAL,,0.000000
04800121933,COLORATION,,0.000000
04800121933,COULEUR (QUALITATIF),,0.000000
04800121933,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
04800121933,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
04800121933,BACT. AÉR. REVIVIFIABLES À 22°-68H,,11.000000
04800121933,BACT. AÉR. REVIVIFIABLES À 36°-44H,,1.000000
04800121933,AMMONIUM (EN NH4),,0.000000
04800121933,ODEUR (QUALITATIF),,0.000000
04800121933,PH ,,6.500000
04800121933,SAVEUR (QUALITATIF),,2.000000
04800121933,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
04800121933,TEMPÉRATURE DE L'EAU,,8.100000
04800121933,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.000000
04800121933,TEMP DE MESURE DE CONDUCTIVITÉ 25°C,,18.100000
04800121956,ASPECT (QUALITATIF),,0.000000
04800121956,CALCIUM,,2.900000
04800121956,CONDUCTIVITÉ À 25°C,,43.000000
04800121956,CHLORURES,,1.900000
04800121956,CHLORE LIBRE,,
04800121956,CHLORE TOTAL,,0.000000
04800121956,CARBONE ORGANIQUE TOTAL,,0.390000
04800121956,COLORATION,,0.000000
04800121956,COULEUR (QUALITATIF),,0.000000
04800121956,BACTÉRIES COLIFORMES /100ML-MS,,
04800121956,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
04800121956,BACT. AÉR. REVIVIFIABLES À 22°-68H,,300.000000
04800121956,BACT. AÉR. REVIVIFIABLES À 36°-44H,,40.000000
04800121956,MAGNÉSIUM,,0.870000
04800121956,AMMONIUM (EN NH4),,0.000000
04800121956,NITRITES (EN NO2),"<=0,5 mg/L",0.000000
04800121956,NITRATES (EN NO3),<=50 mg/L,0.890000
04800121956,ODEUR (QUALITATIF),,0.000000
04800121956,PH ,,6.300000
04800121956,SAVEUR (QUALITATIF),,2.000000
04800121956,SULFATES,,2.900000
04800121956,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
04800121956,TITRE ALCALIMÉTRIQUE COMPLET,,1.400000
04800121956,TEMPÉRATURE DE L'EAU,,9.800000
04800121956,TITRE HYDROTIMÉTRIQUE,,1.200000
04800121956,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.000000
04800121956,TEMP DE MESURE DE CONDUCTIVITÉ 25°C,,18.800000
04800122374,ASPECT (QUALITATIF),,0.000000
04800122374,CONDUCTIVITÉ À 25°C,,38.000000
04800122374,CHLORE LIBRE,,
04800122374,CHLORE TOTAL,,0.000000
04800122374,COLORATION,,0.000000
04800122374,COULEUR (QUALITATIF),,0.000000
04800122374,BACTÉRIES COLIFORMES /100ML-MS,,12.000000
04800122374,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
04800122374,BACT. AÉR. REVIVIFIABLES À 22°-68H,,44.000000
04800122374,BACT. AÉR. REVIVIFIABLES À 36°-44H,,2.000000
04800122374,AMMONIUM (EN NH4),,0.000000
04800122374,ODEUR (QUALITATIF),,0.000000
04800122374,PH ,,7.000000
04800122374,SAVEUR (QUALITATIF),,2.000000
04800122374,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),1.000000
04800122374,TEMPÉRATURE DE L'EAU,,7.900000
04800122374,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.250000
04800122374,TEMP DE MESURE DE CONDUCTIVITÉ 25°C,,18.000000
04800122782,ASPECT (QUALITATIF),,0.000000
04800122782,CALCIUM,,47.800000
04800122782,CONDUCTIVITÉ À 25°C,,272.000000
04800122782,CHLORURES,,2.400000
04800122782,CHLORE LIBRE,,
04800122782,CHLORE TOTAL,,0.000000
04800122782,CARBONE ORGANIQUE TOTAL,,0.540000
04800122782,COLORATION,,0.000000
04800122782,COULEUR (QUALITATIF),,0.000000
04800122782,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
04800122782,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
04800122782,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
04800122782,BACT. AÉR. REVIVIFIABLES À 36°-44H,,1.000000
04800122782,MAGNÉSIUM,,3.140000
04800122782,AMMONIUM (EN NH4),,0.000000
04800122782,NITRITES (EN NO2),"<=0,5 mg/L",0.000000
04800122782,NITRATES (EN NO3),<=50 mg/L,3.200000
04800122782,ODEUR (QUALITATIF),,0.000000
04800122782,PH ,,7.900000
04800122782,SAVEUR (QUALITATIF),,2.000000
04800122782,SULFATES,,5.800000
04800122782,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
04800122782,TITRE ALCALIMÉTRIQUE COMPLET,,13.000000
04800122782,TEMPÉRATURE DE L'EAU,,9.300000
04800122782,TITRE HYDROTIMÉTRIQUE,,14.000000
04800122782,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.620000
04800122782,TEMP DE MESURE DE CONDUCTIVITÉ 25°C,,20.000000
04800122799,ASPECT (QUALITATIF),,0.000000
04800122799,CONDUCTIVITÉ À 25°C,,129.000000
04800122799,CHLORE LIBRE,,
04800122799,CHLORE TOTAL,,0.000000
04800122799,COLORATION,,0.000000
04800122799,COULEUR (QUALITATIF),,0.000000
04800122799,BACTÉRIES COLIFORMES /100ML-MS,,4.000000
04800122799,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
04800122799,BACT. AÉR. REVIVIFIABLES À 22°-68H,,24.000000
04800122799,BACT. AÉR. REVIVIFIABLES À 36°-44H,,2.000000
04800122799,AMMONIUM (EN NH4),,0.030000
04800122799,ODEUR (QUALITATIF),,0.000000
04800122799,PH ,,7.000000
04800122799,SAVEUR (QUALITATIF),,2.000000
04800122799,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
04800122799,TEMPÉRATURE DE L'EAU,,7.700000
04800122799,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.000000
04800122799,TEMP DE MESURE DE CONDUCTIVITÉ 25°C,,18.100000
04800122881,ASPECT (QUALITATIF),,0.000000
04800122881,CALCIUM,,2.900000
04800122881,CONDUCTIVITÉ À 25°C,,59.000000
04800122881,CHLORURES,,8.700000
04800122881,CHLORE LIBRE,,
04800122881,CHLORE TOTAL,,0.000000
04800122881,CARBONE ORGANIQUE TOTAL,,0.800000
04800122881,COLORATION,,0.000000
04800122881,COULEUR (QUALITATIF),,0.000000
04800122881,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
04800122881,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
04800122881,BACT. AÉR. REVIVIFIABLES À 22°-68H,,3.000000
04800122881,BACT. AÉR. REVIVIFIABLES À 36°-44H,,1.000000
04800122881,MAGNÉSIUM,,0.810000
04800122881,AMMONIUM (EN NH4),,0.000000
04800122881,NITRITES (EN NO2),"<=0,5 mg/L",0.000000
04800122881,NITRATES (EN NO3),<=50 mg/L,1.500000
04800122881,ODEUR (QUALITATIF),,0.000000
04800122881,PH ,,6.100000
04800122881,SAVEUR (QUALITATIF),,2.000000
04800122881,SULFATES,,3.200000
04800122881,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
04800122881,TITRE ALCALIMÉTRIQUE COMPLET,,1.000000
04800122881,TEMPÉRATURE DE L'EAU,,8.100000
04800122881,TITRE HYDROTIMÉTRIQUE,,1.000000
04800122881,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.000000
04800122881,TEMP DE MESURE DE CONDUCTIVITÉ 25°C,,20.500000
04800122887,ASPECT (QUALITATIF),,0.000000
04800122887,CONDUCTIVITÉ À 25°C,,27.000000
04800122887,CHLORE LIBRE,,
04800122887,CHLORE TOTAL,,0.000000
04800122887,COLORATION,,0.000000
04800122887,COULEUR (QUALITATIF),,0.000000
04800122887,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
04800122887,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
