referenceprel,libmajparametre,limitequal,valtraduite
08800186845,ARSENIC,<=10 µg/L,4.930000
08800186845,ASPECT (QUALITATIF),,0.000000
08800186845,CONDUCTIVITÉ À 25°C,,560.000000
08800186845,CHLORE LIBRE,,0.000000
08800186845,CHLORE TOTAL,,0.000000
08800186845,BIOXYDE DE CHLORE MG/L CLO2,,0.000000
08800186845,COLORATION,,0.000000
08800186845,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
08800186845,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
08800186845,BACT. AÉR. REVIVIFIABLES À 22°-68H,,28.000000
08800186845,BACT. AÉR. REVIVIFIABLES À 36°-44H,,28.000000
08800186845,AMMONIUM (EN NH4),,0.000000
08800186845,ODEUR (DILUTION À 25°C),,1.000000
08800186845,ODEUR (QUALITATIF),,0.000000
08800186845,PH ,,8.100000
08800186845,PH ,,8.000000
08800186845,SAVEUR PAR DILUTION À 25°C,,
08800186845,SAVEUR (QUALITATIF),,2.000000
08800186845,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
08800186845,TEMPÉRATURE DE L'EAU,,6.500000
08800186845,TEMPÉRATURE DE MESURE DU PH,,19.700000
08800186845,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.100000
08800186864,ASPECT (QUALITATIF),,0.000000
08800186864,CONDUCTIVITÉ À 25°C,,220.000000
08800186864,CHLORE LIBRE,,0.210000
08800186864,CHLORE TOTAL,,0.230000
08800186864,COLORATION,,0.000000
08800186864,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
08800186864,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
08800186864,BACT. AÉR. REVIVIFIABLES À 22°-68H,,2.000000
08800186864,BACT. AÉR. REVIVIFIABLES À 36°-44H,,3.000000
08800186864,AMMONIUM (EN NH4),,0.000000
08800186864,ODEUR (DILUTION À 25°C),,1.000000
08800186864,ODEUR (QUALITATIF),,1.000000
08800186864,ODEUR (QUALITATIF),,0.000000
08800186864,PH ,,8.000000
08800186864,PH ,,7.700000
08800186864,SAVEUR PAR DILUTION À 25°C,,
08800186864,SAVEUR (QUALITATIF),,2.000000
08800186864,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
08800186864,TEMPÉRATURE DE L'EAU,,7.100000
08800186864,TEMPÉRATURE DE MESURE DU PH,,19.600000
08800186864,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.600000
08800186866,ASPECT (QUALITATIF),,0.000000
08800186866,CONDUCTIVITÉ À 25°C,,220.000000
08800186866,CHLORE LIBRE,,0.170000
08800186866,CHLORE TOTAL,,0.200000
08800186866,COLORATION,,0.000000
08800186866,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
08800186866,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
08800186866,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
08800186866,BACT. AÉR. REVIVIFIABLES À 36°-44H,,2.000000
08800186866,AMMONIUM (EN NH4),,0.000000
08800186866,ODEUR (DILUTION À 25°C),,1.000000
08800186866,ODEUR (QUALITATIF),,0.000000
08800186866,PH ,,8.200000
08800186866,PH ,,8.100000
08800186866,SAVEUR PAR DILUTION À 25°C,,
08800186866,SAVEUR (QUALITATIF),,2.000000
08800186866,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
08800186866,TEMPÉRATURE DE L'EAU,,7.000000
08800186866,TEMPÉRATURE DE MESURE DU PH,,19.900000
08800186866,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.400000
08800186986,ASPECT (QUALITATIF),,0.000000
08800186986,CONDUCTIVITÉ À 25°C,,230.000000
08800186986,CHLORE LIBRE,,0.000000
08800186986,CHLORE TOTAL,,0.000000
08800186986,COLORATION,,0.000000
08800186986,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
08800186986,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
08800186986,BACT. AÉR. REVIVIFIABLES À 22°-68H,,7.000000
08800186986,BACT. AÉR. REVIVIFIABLES À 36°-44H,,1.000000
08800186986,AMMONIUM (EN NH4),,0.000000
08800186986,ODEUR (DILUTION À 25°C),,1.000000
08800186986,ODEUR (QUALITATIF),,1.000000
08800186986,ODEUR (QUALITATIF),,0.000000
