referenceprel,libmajparametre,limitequal,valtraduite
01100175192,ALUMINIUM TOTAL µG/L,,30.000000
01100175192,ASPECT (QUALITATIF),,0.000000
01100175192,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
01100175192,CONDUCTIVITÉ À 25°C,,230.000000
01100175192,CHLORE LIBRE,,0.390000
01100175192,CHLORE TOTAL,,0.460000
01100175192,COLORATION,,0.000000
01100175192,COULEUR (QUALITATIF),,0.000000
01100175192,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
01100175192,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
01100175192,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
01100175192,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
01100175192,AMMONIUM (EN NH4),,0.000000
01100175192,ODEUR (QUALITATIF),,0.000000
01100175192,PH ,,8.300000
01100175192,SAVEUR (QUALITATIF),,0.000000
01100175192,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
01100175192,TEMPÉRATURE DE L'EAU,,13.100000
01100175192,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.140000
01100175237,ALUMINIUM TOTAL µG/L,,38.000000
01100175237,ASPECT (QUALITATIF),,0.000000
01100175237,CONDUCTIVITÉ À 25°C,,398.000000
01100175237,CHLORE LIBRE,,0.370000
01100175237,CHLORE TOTAL,,0.420000
01100175237,COLORATION,,0.000000
01100175237,COULEUR (QUALITATIF),,0.000000
01100175237,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
01100175237,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
01100175237,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
01100175237,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
01100175237,AMMONIUM (EN NH4),,0.000000
01100175237,NITRATES (EN NO3),<=50 mg/L,2.900000
01100175237,ODEUR (QUALITATIF),,0.000000
01100175237,PH ,,8.000000
01100175237,SAVEUR (QUALITATIF),,0.000000
01100175237,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
01100175237,TEMPÉRATURE DE L'EAU,,14.300000
01100175237,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.670000
01100175318,ASPECT (QUALITATIF),,0.000000
01100175318,CONDUCTIVITÉ À 25°C,,550.000000
01100175318,CHLORE LIBRE,,0.470000
01100175318,CHLORE TOTAL,,0.490000
01100175318,COLORATION,,0.000000
01100175318,COULEUR (QUALITATIF),,0.000000
01100175318,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
01100175318,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
01100175318,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
01100175318,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
01100175318,AMMONIUM (EN NH4),,0.000000
01100175318,ODEUR (QUALITATIF),,0.000000
01100175318,PH ,,7.600000
01100175318,SAVEUR (QUALITATIF),,0.000000
01100175318,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
01100175318,TEMPÉRATURE DE L'EAU,,21.800000
01100175318,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.100000
01100175324,ASPECT (QUALITATIF),,0.000000
01100175324,CONDUCTIVITÉ À 25°C,,1785.000000
01100175324,CHLORE LIBRE,,0.500000
01100175324,CHLORE TOTAL,,0.520000
01100175324,COLORATION,,0.000000
01100175324,COULEUR (QUALITATIF),,0.000000
01100175324,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
01100175324,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
01100175324,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
01100175324,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
01100175324,AMMONIUM (EN NH4),,0.000000
01100175324,NITRATES (EN NO3),<=50 mg/L,7.900000
01100175324,ODEUR (QUALITATIF),,0.000000
01100175324,PH ,,6.900000
01100175324,SAVEUR (QUALITATIF),,0.000000
01100175324,SULFATES,,820.000000
01100175324,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
01100175324,TEMPÉRATURE DE L'EAU,,16.700000
01100175324,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.160000
01100175329,ASPECT (QUALITATIF),,0.000000
01100175329,CONDUCTIVITÉ À 25°C,,434.000000
01100175329,CHLORE LIBRE,,0.270000
01100175329,CHLORE TOTAL,,0.300000
01100175329,COLORATION,,0.000000
01100175329,COULEUR (QUALITATIF),,0.000000
01100175329,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
01100175329,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
01100175329,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
01100175329,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
01100175329,AMMONIUM (EN NH4),,0.000000
01100175329,ODEUR (QUALITATIF),,0.000000
01100175329,PH ,,7.600000
01100175329,SAVEUR (QUALITATIF),,0.000000
01100175329,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
01100175329,TEMPÉRATURE DE L'EAU,,21.100000
01100175329,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.180000
01100175331,ALUMINIUM TOTAL µG/L,,34.000000
01100175331,ASPECT (QUALITATIF),,0.000000
01100175331,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
01100175331,CONDUCTIVITÉ À 25°C,,219.000000
01100175331,CHLORE LIBRE,,0.090000
01100175331,CHLORE TOTAL,,0.130000
01100175331,COLORATION,,0.000000
01100175331,COULEUR (QUALITATIF),,0.000000
01100175331,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
01100175331,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
01100175331,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
01100175331,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
01100175331,AMMONIUM (EN NH4),,0.000000
01100175331,ODEUR (QUALITATIF),,0.000000
01100175331,PH ,,8.200000
01100175331,SAVEUR (QUALITATIF),,0.000000
01100175331,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
01100175331,TEMPÉRATURE DE L'EAU,,20.600000
01100175331,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.150000
01100175376,ARSENIC,<=10 µg/L,0.000000
01100175376,ASPECT (QUALITATIF),,0.000000
01100175376,CONDUCTIVITÉ À 25°C,,203.000000
01100175376,CHLORE LIBRE,,0.000000
01100175376,CHLORE TOTAL,,0.040000
01100175376,COLORATION,,0.000000
01100175376,COULEUR (QUALITATIF),,0.000000
01100175376,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
01100175376,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
01100175376,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
01100175376,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
01100175376,AMMONIUM (EN NH4),,0.000000
01100175376,ODEUR (QUALITATIF),,0.000000
01100175376,PH ,,8.000000
01100175376,SAVEUR (QUALITATIF),,0.000000
01100175376,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
01100175376,TEMPÉRATURE DE L'EAU,,17.600000
01100175376,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.170000
01100175380,ASPECT (QUALITATIF),,0.000000
01100175380,CONDUCTIVITÉ À 25°C,,680.000000
01100175380,CHLORE LIBRE,,0.400000
01100175380,CHLORE TOTAL,,0.430000
01100175380,COLORATION,,0.000000
01100175380,COULEUR (QUALITATIF),,0.000000
01100175380,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
01100175380,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
01100175380,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
01100175380,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
01100175380,AMMONIUM (EN NH4),,0.000000
01100175380,ODEUR (QUALITATIF),,0.000000
01100175380,PH ,,7.600000
01100175380,SAVEUR (QUALITATIF),,0.000000
01100175380,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
01100175380,TEMPÉRATURE DE L'EAU,,12.000000
01100175380,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.240000
01100175384,ALUMINIUM TOTAL µG/L,,16.000000
01100175384,ASPECT (QUALITATIF),,0.000000
01100175384,BROMATES,<=10 µg/L,0.000000
01100175384,BROMOFORME,<=100 µg/L,2.000000
01100175384,CONDUCTIVITÉ À 25°C,,457.000000
01100175384,CHLORE LIBRE,,0.600000
01100175384,CHLORE TOTAL,,0.600000
01100175384,CHLOROFORME,<=100 µg/L,1.800000
01100175384,COLORATION,,0.000000
01100175384,COULEUR (QUALITATIF),,0.000000
01100175384,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
01100175384,CHLORODIBROMOMÉTHANE,<=100 µg/L,4.000000
01100175384,DICHLOROMONOBROMOMÉTHANE,<=100 µg/L,2.800000
01100175384,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
01100175384,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
01100175384,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
01100175384,AMMONIUM (EN NH4),,0.000000
01100175384,ODEUR (QUALITATIF),,0.000000
01100175384,PH ,,7.700000
01100175384,SAVEUR (QUALITATIF),,0.000000
01100175384,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
01100175384,TEMPÉRATURE DE L'EAU,,23.100000
01100175384,TRIHALOMÉTHANES (4 SUBSTANCES),<=100 µg/L,10.600000
01100175384,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.240000
01100175429,ASPECT (QUALITATIF),,0.000000
01100175429,CONDUCTIVITÉ À 25°C,,671.000000
01100175429,CHLORE LIBRE,,0.370000
01100175429,CHLORE TOTAL,,0.390000
01100175429,COLORATION,,0.000000
01100175429,COULEUR (QUALITATIF),,0.000000
01100175429,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
01100175429,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
01100175429,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
01100175429,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
01100175429,AMMONIUM (EN NH4),,0.000000
01100175429,ODEUR (QUALITATIF),,0.000000
01100175429,PH ,,7.300000
01100175429,SAVEUR (QUALITATIF),,0.000000
01100175429,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
01100175429,TEMPÉRATURE DE L'EAU,,18.200000
01100175429,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.280000
01100175430,"2,4,5-T","<=0,1 µg/L",0.000000
01100175430,"2,4-D","<=0,1 µg/L",0.000000
01100175430,"2,6 DICHLOROBENZAMIDE","<=0,1 µg/L",0.000000
01100175430,HYDROXYCARBOFURAN-3,"<=0,1 µg/L",0.000000
01100175430,CHLOROTHALONIL R471811,,0.000000
01100175430,ATRAZINE-2-HYDROXY,"<=0,1 µg/L",0.000000
01100175430,TÉMÉPHOS,"<=0,1 µg/L",0.000000
01100175430,ACÉTAMIPRID,"<=0,1 µg/L",0.000000
01100175430,ACÉTOCHLORE,"<=0,1 µg/L",0.000000
01100175430,ACIFLUORFEN,"<=0,1 µg/L",0.000000
01100175430,ALPHAMÉTHRINE,"<=0,1 µg/L",0.000000
01100175430,ATRAZINE DÉISOPROPYL-2-HYDROXY,"<=0,1 µg/L",0.000000
01100175430,ATRAZINE DÉSÉTHYL,"<=0,1 µg/L",0.000000
01100175430,ATRAZINE DÉSÉTHYL-2-HYDROXY,"<=0,1 µg/L",0.000000
01100175430,ATRAZINE DÉSÉTHYL DÉISOPROPYL,"<=0,1 µg/L",0.000000
01100175430,ATRAZINE-DÉISOPROPYL,"<=0,1 µg/L",0.000000
01100175430,ALACHLORE,"<=0,1 µg/L",0.000000
01100175430,ALDRINE,"<=0,03 µg/L",0.000000
01100175430,ALUMINIUM TOTAL µG/L,,0.000000
01100175430,AMIDOSULFURON,"<=0,1 µg/L",0.000000
01100175430,AMINOTRIAZOLE,"<=0,1 µg/L",0.000000
01100175430,AMPA,,0.000000
01100175430,AMÉTHRYNE,"<=0,1 µg/L",0.000000
01100175430,ANTHRAQUINONE (PESTICIDE),"<=0,1 µg/L",0.000000
01100175430,ASPECT (QUALITATIF),,0.000000
01100175430,ASULAME,"<=0,1 µg/L",0.000000
