referenceprel,libmajparametre,limitequal,valtraduite
09100201562,ASPECT (QUALITATIF),,0.000000
09100201562,CONDUCTIVITÉ À 25°C,,623.000000
09100201562,CHLORE LIBRE,,0.240000
09100201562,CHLORE TOTAL,,0.250000
09100201562,COULEUR (QUALITATIF),,0.000000
09100201562,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
09100201562,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
09100201562,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
09100201562,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
09100201562,AMMONIUM (EN NH4),,0.000000
09100201562,ODEUR (QUALITATIF),,0.000000
09100201562,PH ,,7.600000
09100201562,PH ,,7.400000
09100201562,SAVEUR (QUALITATIF),,0.000000
09100201562,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
09100201562,TEMPÉRATURE DE L'EAU,,14.500000
09100201562,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.200000
09100201591,ALUMINIUM TOTAL µG/L,,22.500000
09100201591,ASPECT (QUALITATIF),,0.000000
09100201591,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
09100201591,CONDUCTIVITÉ À 25°C,,565.000000
09100201591,CHLORE LIBRE,,0.100000
09100201591,CHLORE TOTAL,,0.190000
09100201591,COULEUR (QUALITATIF),,0.000000
09100201591,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
09100201591,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
09100201591,BACT. AÉR. REVIVIFIABLES À 22°-68H,,3.000000
09100201591,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
09100201591,AMMONIUM (EN NH4),,0.000000
09100201591,ODEUR (QUALITATIF),,0.000000
09100201591,PH ,,8.000000
09100201591,PH ,,7.800000
09100201591,SAVEUR (QUALITATIF),,0.000000
09100201591,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
09100201591,TEMPÉRATURE DE L'EAU,,14.000000
09100201591,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.660000
09100201673,ASPECT (QUALITATIF),,0.000000
09100201673,CONDUCTIVITÉ À 25°C,,625.000000
09100201673,CHLORE LIBRE,,0.620000
09100201673,CHLORE TOTAL,,0.720000
09100201673,COULEUR (QUALITATIF),,0.000000
09100201673,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
09100201673,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
09100201673,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
09100201673,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
09100201673,AMMONIUM (EN NH4),,0.000000
09100201673,ODEUR (QUALITATIF),,0.000000
09100201673,PH ,,7.800000
09100201673,PH ,,7.400000
09100201673,SAVEUR (QUALITATIF),,0.000000
09100201673,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
09100201673,TEMPÉRATURE DE L'EAU,,13.800000
09100201673,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.160000
09100202406,ASPECT (QUALITATIF),,0.000000
09100202406,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
09100202406,CONDUCTIVITÉ À 25°C,,580.000000
09100202406,CHLORURES,,27.900000
09100202406,CHLORE LIBRE,,0.390000
09100202406,CHLORE TOTAL,,0.430000
09100202406,CARBONE ORGANIQUE TOTAL,,1.300000
09100202406,COULEUR (QUALITATIF),,0.000000
09100202406,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
09100202406,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
09100202406,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
09100202406,BACT. AÉR. REVIVIFIABLES À 36°-44H,,2.000000
09100202406,AMMONIUM (EN NH4),,0.017000
09100202406,NITRITES (EN NO2),"<=0,1 mg/L",0.000000
09100202406,NITRATES (EN NO3),<=50 mg/L,26.900000
09100202406,NITRATES/50 + NITRITES/3,<=1 mg/L,0.540000
09100202406,ODEUR (QUALITATIF),,0.000000
09100202406,PH ,,7.700000
09100202406,PH ,,7.400000
09100202406,SAVEUR (QUALITATIF),,0.000000
