referenceprel,libmajparametre,limitequal,valtraduite
06900168514,ASPECT (QUALITATIF),,0.000000
06900168514,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
06900168514,CONDUCTIVITÉ À 20°C,,498.000000
06900168514,CONDUCTIVITÉ À 25°C,,552.000000
06900168514,CHLORE LIBRE,,0.260000
06900168514,CHLORE TOTAL,,0.280000
06900168514,COLORATION,,0.000000
06900168514,COULEUR (QUALITATIF),,0.000000
06900168514,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
06900168514,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
06900168514,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
06900168514,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
06900168514,AMMONIUM (EN NH4),,0.000000
06900168514,ODEUR (QUALITATIF),,0.000000
06900168514,PH ,,7.500000
06900168514,SAVEUR (QUALITATIF),,0.000000
06900168514,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
06900168514,TEMPÉRATURE DE L'EAU,,6.900000
06900168514,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.000000
06900168561,ASPECT (QUALITATIF),,0.000000
06900168561,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
06900168561,CONDUCTIVITÉ À 20°C,,579.000000
06900168561,CONDUCTIVITÉ À 25°C,,641.000000
06900168561,CHLORE LIBRE,,0.280000
06900168561,CHLORE TOTAL,,0.380000
06900168561,COLORATION,,0.000000
06900168561,COULEUR (QUALITATIF),,0.000000
06900168561,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
06900168561,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
06900168561,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
06900168561,BACT. AÉR. REVIVIFIABLES À 36°-44H,,21.000000
06900168561,AMMONIUM (EN NH4),,0.000000
06900168561,ODEUR (QUALITATIF),,0.000000
06900168561,PH ,,7.900000
06900168561,SAVEUR (QUALITATIF),,0.000000
06900168561,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
06900168561,TEMPÉRATURE DE L'EAU,,6.700000
06900168561,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.250000
06900168567,ALUMINIUM TOTAL µG/L,,0.000000
06900168567,ASPECT (QUALITATIF),,0.000000
06900168567,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
06900168567,CONDUCTIVITÉ À 20°C,,372.000000
06900168567,CONDUCTIVITÉ À 25°C,,412.000000
06900168567,CHLORE LIBRE,,0.330000
06900168567,CHLORE TOTAL,,0.410000
06900168567,COLORATION,,0.000000
06900168567,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
06900168567,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
06900168567,FER TOTAL,,0.000000
06900168567,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
06900168567,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
06900168567,MANGANÈSE TOTAL,,0.000000
