referenceprel,libmajparametre,limitequal,valtraduite
06600216878,ASPECT (QUALITATIF),,0.000000
06600216878,BENZO(A)PYRÈNE *,<=0.01 µg/L,0.000000
06600216878,BENZO(B)FLUORANTHÈNE,<=0.1 µg/L,0.000000
06600216878,"BENZO(G,H,I)PÉRYLÈNE",<=0.1 µg/L,0.000000
06600216878,BENZO(K)FLUORANTHÈNE,<=0.1 µg/L,0.000000
06600216878,CADMIUM,<=5 µg/L,0.000000
06600216878,CONDUCTIVITÉ À 25°C,,393.000000
06600216878,CHLORE LIBRE,,0.240000
06600216878,CHLORE TOTAL,,0.280000
06600216878,CHLORURE DE VINYL MONOMÈRE,<=0.5 µg/L,0.000000
06600216878,COLORATION,,0.000000
06600216878,COULEUR (QUALITATIF),,0.000000
06600216878,CHROME TOTAL,<=50 µg/L,0.000000
06600216878,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
06600216878,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
06600216878,FER TOTAL,,0.000000
06600216878,BACT. AÉR. REVIVIFIABLES À 22°-68H,,3.000000
06600216878,BACT. AÉR. REVIVIFIABLES À 36°-44H,,5.000000
06600216878,HYDROCARBURES POLYCYCLIQUES AROMATIQUES (4 SUBSTANCES),"<=0,1 µg/L",0.000000
06600216878,"INDÉNO(1,2,3-CD)PYRÈNE",<=0.1 µg/L,0.000000
06600216878,AMMONIUM (EN NH4),,0.000000
06600216878,NITRITES (EN NO2),"<=0,5 mg/L",0.000000
06600216878,ODEUR (QUALITATIF),,0.000000
06600216878,PH ,,8.300000
06600216878,SAVEUR (QUALITATIF),,0.000000
06600216878,ANTIMOINE,<=10 µg/L,0.000000
06600216878,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
06600216878,TEMPÉRATURE DE L'EAU,,14.100000
06600216878,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.160000
06600217177,ASPECT (QUALITATIF),,0.000000
06600217177,CONDUCTIVITÉ À 25°C,,395.000000
06600217177,CHLORE LIBRE,,0.470000
06600217177,CHLORE TOTAL,,0.550000
06600217177,COLORATION,,0.000000
06600217177,COULEUR (QUALITATIF),,0.000000
06600217177,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
06600217177,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
06600217177,BACT. AÉR. REVIVIFIABLES À 22°-68H,,86.000000
06600217177,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
06600217177,AMMONIUM (EN NH4),,0.000000
06600217177,ODEUR (QUALITATIF),,0.000000
06600217177,PH ,,7.900000
06600217177,SAVEUR (QUALITATIF),,0.000000
06600217177,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
06600217177,TEMPÉRATURE DE L'EAU,,13.400000
06600217177,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.190000
06600218053,ASPECT (QUALITATIF),,0.000000
06600218053,CONDUCTIVITÉ À 25°C,,139.000000
06600218053,CHLORE LIBRE,,0.140000
06600218053,CHLORE TOTAL,,0.150000
06600218053,COLORATION,,0.000000
06600218053,COULEUR (QUALITATIF),,0.000000
06600218053,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
06600218053,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
06600218053,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
06600218053,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
06600218053,AMMONIUM (EN NH4),,0.000000
06600218053,ODEUR (QUALITATIF),,0.000000
06600218053,PH ,,8.600000
06600218053,SAVEUR (QUALITATIF),,0.000000
06600218053,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
06600218053,TEMPÉRATURE DE L'EAU,,12.500000
06600218053,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.180000
06600218322,ASPECT (QUALITATIF),,0.000000
06600218322,CONDUCTIVITÉ À 25°C,,386.000000
06600218322,CHLORE LIBRE,,0.280000
06600218322,CHLORE TOTAL,,0.340000
06600218322,COLORATION,,0.000000
06600218322,COULEUR (QUALITATIF),,0.000000
06600218322,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
06600218322,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
06600218322,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
06600218322,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
06600218322,AMMONIUM (EN NH4),,0.000000
06600218322,ODEUR (QUALITATIF),,0.000000
06600218322,PH ,,7.800000
06600218322,SAVEUR (QUALITATIF),,0.000000
06600218322,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
06600218322,TEMPÉRATURE DE L'EAU,,19.900000
06600218322,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.000000
06600218645,ASPECT (QUALITATIF),,0.000000
06600218645,CONDUCTIVITÉ À 25°C,,400.000000
06600218645,CHLORE LIBRE,,0.430000
06600218645,CHLORE TOTAL,,0.430000
06600218645,COLORATION,,0.000000
