referenceprel,libmajparametre,limitequal,valtraduite
08100125749,ALUMINIUM TOTAL µG/L,,17.000000
08100125749,ASPECT (QUALITATIF),,0.000000
08100125749,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
08100125749,CONDUCTIVITÉ À 25°C,,229.000000
08100125749,CHLORE LIBRE,,0.200000
08100125749,CHLORE TOTAL,,0.260000
08100125749,COLORATION,,0.000000
08100125749,COULEUR (QUALITATIF),,0.000000
08100125749,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
08100125749,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
08100125749,FLUORURES MG/L,"<=1,5 mg/L",0.200000
08100125749,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
08100125749,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
08100125749,AMMONIUM (EN NH4),,0.000000
08100125749,ODEUR (QUALITATIF),,0.000000
08100125749,PH ,,8.100000
08100125749,SAVEUR (QUALITATIF),,0.000000
08100125749,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
08100125749,TEMPÉRATURE DE L'EAU,,10.500000
08100125749,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.000000
08100125751,ALUMINIUM TOTAL µG/L,,19.000000
08100125751,ASPECT (QUALITATIF),,0.000000
08100125751,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
08100125751,CONDUCTIVITÉ À 25°C,,231.000000
08100125751,CHLORE LIBRE,,0.230000
08100125751,CHLORE TOTAL,,0.250000
08100125751,COLORATION,,0.000000
08100125751,COULEUR (QUALITATIF),,0.000000
08100125751,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
08100125751,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
08100125751,FLUORURES MG/L,"<=1,5 mg/L",0.180000
08100125751,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
08100125751,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
08100125751,AMMONIUM (EN NH4),,0.000000
08100125751,ODEUR (QUALITATIF),,0.000000
08100125751,PH ,,8.200000
08100125751,SAVEUR (QUALITATIF),,0.000000
08100125751,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
08100125751,TEMPÉRATURE DE L'EAU,,9.900000
08100125751,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.000000
08100125752,ALUMINIUM TOTAL µG/L,,17.000000
08100125752,ASPECT (QUALITATIF),,0.000000
08100125752,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
08100125752,CONDUCTIVITÉ À 25°C,,228.000000
08100125752,CHLORE LIBRE,,0.160000
08100125752,CHLORE TOTAL,,0.200000
08100125752,COLORATION,,0.000000
08100125752,COULEUR (QUALITATIF),,0.000000
08100125752,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
08100125752,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
08100125752,FLUORURES MG/L,"<=1,5 mg/L",0.190000
08100125752,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
08100125752,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
08100125752,AMMONIUM (EN NH4),,0.000000
08100125752,ODEUR (QUALITATIF),,0.000000
08100125752,PH ,,8.300000
08100125752,SAVEUR (QUALITATIF),,0.000000
08100125752,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
08100125752,TEMPÉRATURE DE L'EAU,,9.200000
08100125752,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.000000
08100125759,ALUMINIUM TOTAL µG/L,,40.000000
08100125759,ASPECT (QUALITATIF),,0.000000
08100125759,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
08100125759,CONDUCTIVITÉ À 25°C,,227.000000
08100125759,CHLORE LIBRE,,0.030000
08100125759,CHLORE TOTAL,,0.050000
08100125759,COLORATION,,0.000000
08100125759,COULEUR (QUALITATIF),,0.000000
08100125759,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
08100125759,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
08100125759,BACT. AÉR. REVIVIFIABLES À 22°-68H,,29.000000
08100125759,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
08100125759,AMMONIUM (EN NH4),,0.000000
08100125759,ODEUR (QUALITATIF),,0.000000
08100125759,PH ,,8.200000
08100125759,SAVEUR (QUALITATIF),,0.000000
08100125759,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
08100125759,TEMPÉRATURE DE L'EAU,,9.700000
08100125759,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.000000
08100125770,ALUMINIUM TOTAL µG/L,,24.000000
08100125770,ASPECT (QUALITATIF),,0.000000
08100125770,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
08100125770,CONDUCTIVITÉ À 25°C,,300.000000
08100125770,CHLORE LIBRE,,0.030000
08100125770,CHLORE TOTAL,,0.050000
08100125770,COLORATION,,0.000000
08100125770,COULEUR (QUALITATIF),,0.000000
08100125770,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
08100125770,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
08100125770,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
08100125770,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
08100125770,AMMONIUM (EN NH4),,0.000000
08100125770,ODEUR (QUALITATIF),,0.000000
08100125770,PH ,,7.900000
08100125770,SAVEUR (QUALITATIF),,0.000000
08100125770,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
08100125770,TEMPÉRATURE DE L'EAU,,8.700000
08100125770,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.220000
08100125771,ALUMINIUM TOTAL µG/L,,21.000000
08100125771,ASPECT (QUALITATIF),,0.000000
08100125771,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
08100125771,CONDUCTIVITÉ À 25°C,,335.000000
08100125771,CHLORE LIBRE,,0.040000
08100125771,CHLORE TOTAL,,0.040000
08100125771,COLORATION,,0.000000
08100125771,COULEUR (QUALITATIF),,0.000000
08100125771,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
08100125771,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
08100125771,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
