referenceprel,libmajparametre,limitequal,valtraduite
07500213596,ASPECT (QUALITATIF),,0.000000
07500213596,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
07500213596,CONDUCTIVITÉ À 25°C,,468.000000
07500213596,CHLORURES,,24.000000
07500213596,CHLORE LIBRE,,0.130000
07500213596,CHLORE TOTAL,,0.190000
07500213596,CARBONE ORGANIQUE TOTAL,,0.410000
07500213596,COLORATION,,0.000000
07500213596,COULEUR (QUALITATIF),,0.000000
07500213596,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
07500213596,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
07500213596,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
07500213596,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
07500213596,AMMONIUM (EN NH4),,0.000000
07500213596,NITRITES (EN NO2),"<=0,1 mg/L",0.000000
07500213596,NITRATES (EN NO3),<=50 mg/L,25.000000
07500213596,NITRATES/50 + NITRITES/3,<=1 mg/L,0.500000
07500213596,ODEUR (DILUTION À 25°C),,
07500213596,ODEUR (QUALITATIF),,0.000000
07500213596,PH ,,7.640000
07500213596,PH ,,7.600000
07500213596,SAVEUR PAR DILUTION À 25°C,,
07500213596,SAVEUR (QUALITATIF),,0.000000
07500213596,SULFATES,,16.000000
07500213596,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
07500213596,TITRE ALCALIMÉTRIQUE COMPLET,,19.200000
07500213596,TEMPÉRATURE DE L'EAU,,20.300000
07500213596,TITRE HYDROTIMÉTRIQUE,,22.650000
07500213596,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,<=1 NFU,0.190000
07500213600,ASPECT (QUALITATIF),,0.000000
07500213600,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
07500213600,CONDUCTIVITÉ À 25°C,,557.000000
07500213600,CHLORURES,,24.000000
07500213600,CHLORE LIBRE,,0.150000
07500213600,CHLORE TOTAL,,0.230000
