referenceprel,libmajparametre,limitequal,valtraduite
03600091090,ASPECT (QUALITATIF),,0.000000
03600091090,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
03600091090,CONDUCTIVITÉ À 25°C,,601.000000
03600091090,CHLORE LIBRE,,0.000000
03600091090,CHLORE TOTAL,,0.000000
03600091090,COLORATION,,0.000000
03600091090,COULEUR (QUALITATIF),,0.000000
03600091090,BACTÉRIES COLIFORMES /100ML-MS,,1.000000
03600091090,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
03600091090,BACT. AÉR. REVIVIFIABLES À 22°-68H,,5.000000
03600091090,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
03600091090,AMMONIUM (EN NH4),,0.000000
03600091090,NITRATES (EN NO3),<=50 mg/L,28.000000
03600091090,ODEUR (QUALITATIF),,0.000000
03600091090,PH ,,7.500000
03600091090,PH ,,7.600000
03600091090,SAVEUR (QUALITATIF),,0.000000
03600091090,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
03600091090,TEMPÉRATURE DE L'EAU,,9.000000
03600091090,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.000000
03600091107,ASPECT (QUALITATIF),,0.000000
03600091107,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
03600091107,CONDUCTIVITÉ À 25°C,,245.000000
03600091107,CHLORE LIBRE,,0.200000
03600091107,CHLORE TOTAL,,0.240000
03600091107,COLORATION,,0.000000
03600091107,COULEUR (QUALITATIF),,0.000000
03600091107,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
03600091107,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
03600091107,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
03600091107,BACT. AÉR. REVIVIFIABLES À 36°-44H,,1.000000
03600091107,AMMONIUM (EN NH4),,0.000000
03600091107,NITRATES (EN NO3),<=50 mg/L,9.900000
03600091107,ODEUR (QUALITATIF),,0.000000
03600091107,PH ,,7.900000
03600091107,PH ,,8.100000
03600091107,SAVEUR (QUALITATIF),,0.000000
03600091107,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
03600091107,TEMPÉRATURE DE L'EAU,,8.000000
03600091107,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.000000
03600091116,ALUMINIUM TOTAL µG/L,,21.000000
03600091116,ASPECT (QUALITATIF),,0.000000
03600091116,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
03600091116,CONDUCTIVITÉ À 25°C,,479.000000
03600091116,CHLORE LIBRE,,0.100000
03600091116,CHLORE TOTAL,,0.170000
03600091116,CARBONE ORGANIQUE TOTAL,,2.500000
03600091116,COLORATION,,0.000000
03600091116,COULEUR (QUALITATIF),,0.000000
03600091116,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
03600091116,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
03600091116,BACT. AÉR. REVIVIFIABLES À 22°-68H,,82.000000
03600091116,BACT. AÉR. REVIVIFIABLES À 36°-44H,,9.000000
03600091116,AMMONIUM (EN NH4),,0.000000
03600091116,NITRATES (EN NO3),<=50 mg/L,21.000000
03600091116,ODEUR (QUALITATIF),,0.000000
03600091116,PH ,,7.600000
03600091116,PH ,,7.600000
03600091116,SAVEUR (QUALITATIF),,0.000000
03600091116,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
03600091116,TEMPÉRATURE DE L'EAU,,9.500000
03600091116,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.380000
03600091189,ASPECT (QUALITATIF),,0.000000
03600091189,BACT. ET SPORES SULFITO-RÉDU./100ML,,0.000000
03600091189,CONDUCTIVITÉ À 25°C,,714.000000
03600091189,CHLORE LIBRE,,0.100000
03600091189,CHLORE TOTAL,,0.190000
03600091189,COLORATION,,0.000000
03600091189,COULEUR (QUALITATIF),,0.000000
03600091189,BACTÉRIES COLIFORMES /100ML-MS,,0.000000
03600091189,ESCHERICHIA COLI /100ML - MF,<=0 n/(100mL),0.000000
03600091189,FER TOTAL,,28.000000
03600091189,BACT. AÉR. REVIVIFIABLES À 22°-68H,,0.000000
03600091189,BACT. AÉR. REVIVIFIABLES À 36°-44H,,0.000000
03600091189,AMMONIUM (EN NH4),,0.000000
03600091189,NITRATES (EN NO3),<=50 mg/L,29.000000
03600091189,ODEUR (QUALITATIF),,0.000000
03600091189,PH ,,7.400000
03600091189,PH ,,7.400000
03600091189,SAVEUR (QUALITATIF),,0.000000
03600091189,ENTÉROCOQUES /100ML-MS,<=0 n/(100mL),0.000000
03600091189,TEMPÉRATURE DE L'EAU,,11.500000
03600091189,TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU,,0.000000
